2,0.8104,0.17361009475258066,0.7625,0.17544586059522743
4,0.8340687499999996,0.10724178636234807,0.709375,0.16802506323462582
8,0.8910812499999997,0.07257878827737825,0.816875,0.14024392812168374
16,0.9394093750000004,0.047768012289050456,0.899375,0.07510799516363088
32,0.9628710937500001,0.02893627531619791,0.933125,0.038038451968041495
64,0.9765843749999997,0.011360412392451353,0.95875,0.025184378683769427
128,0.9836683593750002,0.009885694822706481,0.97357421875,0.013544200171156914
256,0.98748486328125,0.0068902653364572245,0.9827734375,0.010194227372808373
512,0.9899257324218752,0.005071548066616702,0.9892236328125,0.006154767240311344
1024,0.993470458984375,0.0038762851629719924,0.99340576171875,0.003466881979314129
2048,0.994957275390625,0.0032053069521750036,0.995989990234375,0.0022955954354592226
4096,0.9960819152832033,0.002049109014915374,0.9970343017578125,0.001474377317042711
8192,0.996450061035156,0.0021198078332728795,0.9982803344726563,0.0008043610989503893
16384,0.997608451843262,0.0012511539490500793,0.9990095520019531,0.0005082441063834309
