n,gamma,perceptron_weights,svm_weights,perceptron_error,svm_error,svm/percp
295,0.0022992922361172894,[-1.60475847  7.94751211],[-0.44104967  1.26368154],0.0,0.4915254237288136,0.16507804147606375
295,0.010911651633499851,[ 2.17198028 -1.57641433],[-0.15273275 -0.56196169],0.0,0.4576271186440678,0.21698909920183757
295,0.0017565680695682136,[-1.71685759 -0.97722483],[-2.76905643 -1.03648123],0.0,0.06779661016949153,1.4966812484270249
295,0.003051459814814469,[ 3.59094728 -1.89143697],[ 2.8051337  -1.09317178],0.0,0.06779661016949153,0.741781899135517
295,0.0004712583655533607,[-17.25654829 -27.799442  ],[-1.13753421 -2.70194294],0.01694915254237288,0.1016949152542373,0.08959766603455467
295,0.0042970658832649005,[1.30471875 6.26057274],[0.24996928 2.93717909],0.03389830508474576,0.03389830508474576,0.46094751669734657
295,0.004113364992599669,[  4.17280187 -11.46415228],[ 0.78382563 -1.87119534],0.0,0.15254237288135594,0.16629005370026684
295,1.8883167382391273,[-0.06367382  0.41799554],[-0.74850443  0.53852798],0.0,0.4406779661016949,2.1808500630272922
295,0.007950617773055718,[-1.27223356 -0.81837175],[-0.24258002 -1.20035071],0.0,0.4067796610169492,0.809548395342169
295,0.004737622746018321,[-1.91449522  2.46154386],[-0.6376122   1.44362938],0.0,0.3559322033898305,0.5060808338704481
295,0.0004222858511485849,[12.52330606 -1.1813523 ],[ 1.23375251 -0.466271  ],0.0,0.4576271186440678,0.10485187326633065
295,0.001227883182521511,[10.74196904 -7.99564736],[ 2.41991836 -1.46820709],0.01694915254237288,0.0847457627118644,0.21137125757660463
295,0.0029923681908106785,[6.93697522 1.45499348],[0.35107239 0.89544882],0.0,0.423728813559322,0.13569718690693439
295,0.003957071008048923,[ 9.16607034 10.11507412],[1.24324153 1.22130493],0.0,0.2542372881355932,0.12767209710087243
295,0.00236375553932396,[-6.48890058  4.88449498],[-2.2214853   1.69465861],0.0,0.15254237288135594,0.34402058810673336
295,0.003802529274282772,[-5.53961426  6.38241787],[-0.72327877  1.36296682],0.0,0.3898305084745763,0.1825764074840729
295,0.00296514808158641,[-7.37819411  8.29307935],[-1.02381586  1.31303417],0.0,0.2542372881355932,0.14999910986077106
295,0.0003939579052347594,[-4.00675189 -1.59137276],[-2.21563387 -0.83223747],0.01694915254237288,0.22033898305084745,0.5489830727398474
295,0.0026737020071638537,[-6.99275576 -5.14019934],[-1.02758951 -1.21054571],0.0,0.288135593220339,0.1829622766882239
295,0.011209487017930153,[6.22651988 3.07049529],[1.23416063 0.49829066],0.0,0.4406779661016949,0.19171308101919396
295,0.00733067721631125,[-4.42790501  2.33244704],[-1.18532121  0.4843869 ],0.0,0.4745762711864407,0.2558564507878172
295,0.0016226052456531736,[  8.21191446 -14.48353339],[ 0.66300931 -0.69028214],0.01694915254237288,0.5254237288135594,0.05748591077735852
295,0.003161363749187226,[ 5.36495695 -3.819842  ],[ 0.56888358 -1.35046459],0.01694915254237288,0.3559322033898305,0.22250524420674558
295,0.006638211617035855,[ 2.75095559 -4.0934051 ],[ 0.45713125 -1.15122403],0.0,0.3389830508474576,0.25115284922056746
295,0.7566907828508013,[ 0.07587091 -0.62469806],[-1.12711155  0.45390269],0.0,0.576271186440678,1.9308715643779155
295,0.23347677015482377,[0.27933039 0.6340292 ],[ 0.26558833 -0.22012716],0.0,0.4576271186440678,0.4978883297898539
295,0.39418356119489667,[-0.73614045 -0.36317426],[-0.56005223  0.71113483],0.0,0.5254237288135594,1.1027457683695507
295,0.004920816070718813,[-3.17582252 -5.33584424],[-0.67811813 -1.01785487],0.0,0.3050847457627119,0.19696780278552756
295,0.00485874380900362,[8.84309334 6.93385076],[1.04160164 0.93118659],0.0,0.4915254237288136,0.12433109921722416
295,0.00117831105173451,[ 2.5024452  -0.99170476],[1.0856458  0.45675183],0.0,0.5423728813559322,0.4375591119189308
295,0.027849937901625692,[ 3.50242931 -2.35142615],[ 0.61134048 -0.35967849],0.0,0.5084745762711864,0.16813798118837667
295,0.0012371380454252476,[-11.63784183   7.57919245],[-1.46783806  0.94908321],0.0,0.23728813559322035,0.12585773207742199
295,0.0006768255188551081,[ 6.27250146 -7.34222581],[ 1.11516602 -1.01915784],0.0,0.423728813559322,0.15644219481497937
295,2.4714331512585694e-05,[-4.37145591  4.24662648],[-0.02807771  1.17360001],0.0,0.423728813559322,0.19262079022706757
295,0.0009930843903067767,[10.58740916 10.8964529 ],[1.85743995 2.20679844],0.03389830508474576,0.01694915254237288,0.18985432098004074
295,0.0002859188370032258,[2.1920388  9.85140595],[0.50784438 2.34263204],0.0,0.2542372881355932,0.2375115540596029
295,2.169015227436169e-05,[-5.84625273  0.63816324],[-2.43800732  0.02602659],0.0,0.1864406779661017,0.41458163889655614
295,4.311188532199985,[0.18287947 0.66897474],[-0.02626812 -0.04498253],0.0,0.4576271186440678,0.07511045170148517
295,0.9075157708076002,[ 0.25229773 -0.57873915],[ 0.84220279 -0.49777887],0.0,0.5254237288135594,1.5495704590271964
295,0.002285405652892404,[-24.52430944  16.83946701],[-2.56828531  1.63530262],0.01694915254237288,0.05084745762711865,0.10234651234352705
295,0.00026662584126888815,[15.57735743 -3.49696981],[ 0.59307598 -0.62027443],0.0,0.4915254237288136,0.0537539039627336
295,0.00869929433259547,[6.42328968 1.48007574],[1.62396068 0.51200274],0.0,0.2033898305084746,0.25832261968371717
295,0.0008603469390383418,[-8.63431545  7.38906703],[-1.55105846  0.85665751],0.01694915254237288,0.4406779661016949,0.1559170132362841
295,0.03235644397190814,[0.46276412 0.49705227],[ 0.65865839 -0.30916292],0.0,0.4576271186440678,1.0713886032617395
295,0.001261579335397044,[-5.89185589 -9.90822792],[-1.2608371  -2.28380003],0.01694915254237288,0.1694915254237288,0.22630145801434476
295,0.003739446666123011,[  3.72381067 -15.45644905],[ 0.46318208 -1.75852171],0.0,0.3220338983050847,0.11438033501191314
295,0.001489013925650427,[-1.86773422 -3.01553173],[-0.80496845 -1.28796758],0.0,0.4745762711864407,0.42818925476120084
295,0.3882398220430251,[0.07456668 0.38235547],[-0.53331408 -0.58995721],0.0,0.4915254237288136,2.0414951597302284
295,0.001597822816919186,[ 6.5146606  11.46685326],[1.21754737 2.48692501],0.0,0.0847457627118644,0.20995790832475383
295,0.0005118778164504883,[ 0.31382548 23.46798545],[-0.10064502  1.40269408],0.0,0.4915254237288136,0.05991883829485258
295,0.0035878340964373536,[-15.96213794  -3.19132514],[-2.77186639 -0.27488361],0.0,0.03389830508474576,0.17111789785206116
295,0.05531382906537387,[-2.29311076  2.53486534],[1.13384355 0.02486319],0.0,0.4576271186440678,0.33179025238023424
300,0.004725956510194517,[7.29527567 7.57228724],[1.92278499 1.57326243],0.0,0.15,0.23627721122428103
300,0.003914708530017076,[-4.46214981  3.24363811],[-2.15640821  1.40216581],0.0,0.15,0.4662707235569557
300,4.624490004964572e-05,[6.9152156  6.05160729],[1.7502637  1.43011417],0.0,0.21666666666666667,0.24596504646185377
300,0.022879293462637017,[ 0.39880914 -0.03457028],[0.04737383 0.44367579],0.0,0.55,1.1146455237487018
300,0.005907396686357068,[5.1343022  1.91826082],[0.78474902 0.5290159 ],0.016666666666666666,0.48333333333333334,0.1726724107467897
300,0.0014883417116028756,[-3.51188194  1.94993739],[-1.14694309  1.18929713],0.03333333333333333,0.36666666666666664,0.4113217652255053
300,0.00027006247501274485,[  2.47243355 -10.08551956],[ 0.73229515 -2.97763494],0.0,0.05,0.2952922983706089
300,0.0010375289134600368,[-1.87876632 -8.46216037],[-0.33256927 -1.49192655],0.0,0.3,0.17633900775534211
300,0.010669783621529478,[-0.13205136 -0.61556621],[0.16362585 0.61155128],0.0,0.65,1.005546575782421
300,1.1617693186111089,[0.33748469 0.10450869],[-0.30730423  0.94181069],0.0,0.4666666666666667,2.80410340535374
300,0.08388473603924812,[-0.44550984 -0.45016174],[0.62036438 0.53905077],0.0,0.43333333333333335,1.2976267203941403
300,0.005473131179202277,[-7.79268733 -6.05870401],[-0.54464011 -1.33380418],0.0,0.36666666666666664,0.145956622750203
300,0.0038198192472943867,[-7.25281161  5.37457858],[-2.15054893  1.7314982 ],0.016666666666666666,0.11666666666666667,0.30585174192854275
300,0.001288305485444307,[ 2.83165692 15.98687972],[0.4375651  2.90206865],0.0,0.05,0.18076627562966696
300,0.006874470044208956,[5.54111337 4.77925276],[0.79320317 1.09846698],0.0,0.38333333333333336,0.18516229232292916
300,0.005542238874575568,[6.80859411 1.42991324],[2.91804507 0.37271069],0.0,0.03333333333333333,0.4228399950880734
300,0.0026228053275534485,[-0.46157386 -9.19441341],[-0.09970403 -2.45940661],0.0,0.18333333333333332,0.26737224847923263
300,0.0035483840177903923,[-2.02202951 -7.17401256],[-0.48582196 -2.76813039],0.0,0.08333333333333333,0.37706167672564844
300,0.000355174727955364,[-13.76746864  12.812827  ],[-2.20062194  1.97181138],0.0,0.05,0.15710923635454258
300,0.0011903029267494143,[ 4.99992184 -7.81022661],[ 1.24512625 -2.29502337],0.0,0.25,0.2815563505168447
300,0.008949616783822516,[-3.18943194  5.04320318],[-0.6406887  1.3401953],0.0,0.3333333333333333,0.24894216735896454
300,0.0025926191017565897,[2.99604416 9.94633759],[0.29191034 1.6255645 ],0.0,0.48333333333333334,0.1589913221494273
300,0.2639145268371677,[ 0.01399329 -0.18033784],[-0.90397007  0.13529976],0.0,0.5666666666666667,5.0532933423977076
300,0.0074143374804277054,[-2.9192666   6.22337822],[-0.91542588  2.40631921],0.0,0.13333333333333333,0.3745337392997083
300,0.2746930761077689,[-0.05560061  0.12020653],[-0.01088495 -0.26817106],0.0,0.4166666666666667,2.02647734085281
300,0.0030922771400583426,[-1.61656991  3.51761404],[-0.93625336  2.34186693],0.05,0.16666666666666666,0.6514838557767834
300,2.5669450918508774e-05,[7.62575004 6.2691628 ],[2.56112127 1.61735913],0.0,0.08333333333333333,0.3068362914666236
300,0.001968536877757994,[12.14572006 17.6304373 ],[1.52135027 2.61045453],0.0,0.03333333333333333,0.14112764741007947
300,0.008907361662651684,[-3.13228553  3.7768772 ],[-0.87071064  0.68088182],0.0,0.36666666666666664,0.22526648593891926
300,0.0005420396384587891,[ -7.3653664  -11.17288633],[-0.71887089 -1.02962237],0.0,0.43333333333333335,0.09383735582905811
300,0.25594382879149574,[ 0.05482473 -0.01573444],[0.65839783 0.67099612],0.0,0.43333333333333335,16.481416173451258
300,0.0016577118615384058,[ 0.35244399 -7.12742434],[ 0.11655162 -2.87361859],0.0,0.11666666666666667,0.40301676344961573
300,0.0058071828622420505,[-6.55876836  0.69577509],[-2.8375327   0.34165955],0.0,0.11666666666666667,0.43332536464017607
300,0.13019878812509808,[ 0.01427897 -0.11716538],[ 0.42607843 -0.36894432],0.0,0.4166666666666667,4.775099321209281
300,0.0025316216923811767,[-11.39165644  14.10841845],[-1.49890853  1.96076533],0.0,0.2,0.1361064289598886
300,0.008049804131712532,[1.65385214 5.11658065],[ 0.09120599 -0.21838482],0.0,0.5833333333333334,0.044012475615147074
300,0.004762657441817588,[14.11529563 -1.02962953],[ 1.21410761 -0.20576818],0.0,0.4666666666666667,0.08700901517132544
300,0.0021302983418079744,[-6.63831372 -2.33911417],[-1.51078139 -0.48393703],0.0,0.23333333333333334,0.22539264239106654
300,0.0019140582329503196,[7.6191944 1.7013375],[2.43357469 0.43248979],0.016666666666666666,0.16666666666666666,0.3166080151523025
300,0.002986048437482592,[ 9.69176062 -2.67252653],[ 2.7285622  -0.44077976],0.0,0.06666666666666667,0.27492302250523387
300,0.001782397017444453,[ 9.7837025  -8.55114199],[ 2.08683815 -1.5929266 ],0.016666666666666666,0.11666666666666667,0.2020416947021771
300,0.00357856987922717,[16.14994864 33.77650286],[0.92764347 2.90190941],0.0,0.016666666666666666,0.08137445405290115
300,0.013920980297275674,[ 4.17189706 -2.6238058 ],[ 0.82088818 -0.37674019],0.016666666666666666,0.38333333333333336,0.1832667976581323
300,0.0022470935486700668,[-2.39732853 -0.51758556],[-0.73121044  0.09837994],0.016666666666666666,0.4,0.3008273931057384
300,0.0029824051106604266,[-14.42606535   4.07910554],[-2.44146     0.54908543],0.016666666666666666,0.13333333333333333,0.16692213212078771
300,0.004255324721810601,[ 7.18963877 -8.50525066],[ 1.72207289 -2.34282729],0.0,0.11666666666666667,0.26108206303573184
300,0.005215767166502037,[ 4.45647931 -7.25029637],[ 1.24350646 -2.18047041],0.0,0.2,0.2949484974761179
300,0.0005679955146458781,[-0.33304106 -4.14087769],[-0.22812814 -1.4971943 ],0.0,0.25,0.36456037735040137
300,1.451528792657309,[-0.37588775  0.1958055 ],[ 0.73050884 -0.07456263],0.0,0.5333333333333333,1.7325466012043882
300,0.0005433234000438345,[4.97658585 8.00268991],[0.94402421 1.91077889],0.016666666666666666,0.31666666666666665,0.22615504906192835
300,0.0008496072793987225,[ 5.59981033 13.3492622 ],[0.54612446 1.39877393],0.0,0.4166666666666667,0.1037292132848134
300,0.007741485055289416,[1.30944659 2.57434034],[-1.14337179 -0.09560406],0.0,0.5333333333333333,0.39725417290748594
300,0.03382721641141041,[-2.64196603  1.16504325],[-0.67235301  0.45072443],0.0,0.48333333333333334,0.28033520205895723
300,0.0005521475560242479,[ 6.05378778 -9.28609978],[ 1.46900291 -2.48823737],0.0,0.2,0.26066594969849466
300,0.013623453787829613,[2.25867202 0.96853026],[ 0.70253767 -0.12810428],0.0,0.5666666666666667,0.2905804386459939
300,0.002895626171410005,[-2.8015946  -4.28188248],[-0.24697882 -1.24889838],0.0,0.5,0.2487963507893453
300,0.0008496901188557645,[-3.75848157 -7.25337572],[-0.8098027  -1.97973231],0.0,0.25,0.2618278466346777
300,0.0007427364855949804,[-4.41249058 11.805403  ],[-0.9013866   2.35794016],0.016666666666666666,0.16666666666666666,0.20029686122107743
300,0.006348033653103943,[12.12578157 24.58821369],[1.10559637 0.43447347],0.016666666666666666,0.48333333333333334,0.043329417167890856
300,0.001972873545335411,[-4.78219877 -1.20939372],[-2.64504459 -0.64514156],0.0,0.1,0.5519401752978922
300,0.0009299056230984179,[-5.01790508 -0.57704452],[-2.78561652 -0.09166228],0.05,0.08333333333333333,0.5517992123682676
300,0.0044293218655745495,[-4.70793679  4.98235416],[-1.74577012  2.1275984 ],0.0,0.21666666666666667,0.40149291925236175
300,0.0006526427027215342,[4.00012615 6.18196281],[0.70086968 1.65061607],0.0,0.26666666666666666,0.24354028835844593
300,0.0004812872952464033,[9.84261299 6.90273337],[1.40686065 0.7957254 ],0.0,0.31666666666666665,0.1344471766076129
300,0.0018445936147477727,[  6.86248739 -12.01040857],[ 1.25469782 -2.51467974],0.0,0.05,0.20316470598841183
300,0.0043487339824955125,[ 3.36611936 -3.50722488],[ 0.71491449 -0.86055637],0.0,0.4666666666666667,0.2301434341115015
300,1.1836479247984726,[0.20654729 0.17652232],[-0.03464691  0.83041683],0.0,0.4666666666666667,3.0590119643320315
300,0.004244242700500951,[-0.89220276 -2.49420482],[-0.76000371 -2.77828786],0.03333333333333333,0.08333333333333333,1.0873487322742905
300,0.0003538524190666308,[1.35970365 4.90662458],[0.14082329 1.65279323],0.016666666666666666,0.25,0.32579187060312426
300,0.09814931585509147,[ 0.15953558 -0.35521636],[-0.34905608 -0.14873532],0.0,0.48333333333333334,0.9743870536261404
300,0.002956169103290983,[-12.46035177  -5.28242594],[-2.67201864 -0.68479987],0.05,0.05,0.20381344898867793
300,0.0013627136066528117,[-4.913906    7.48301745],[-0.3920606   1.49265999],0.0,0.3,0.17239216158556703
300,0.0026028742640888283,[-11.35161409 -11.12020892],[-2.21980449 -1.98976354],0.0,0.06666666666666667,0.18759605670226218
300,0.005067442392349984,[-4.20734173  2.82076923],[-1.04850994  0.55788084],0.0,0.38333333333333336,0.23446998320076368
300,4.487454279639827,[0.05530322 0.41176813],[-0.6396566   0.71235511],0.0,0.43333333333333335,2.3043985791045363
300,0.0004693911281359371,[-6.41691252 18.14168533],[-0.90970574  2.84972636],0.0,0.016666666666666666,0.15545326241697083
300,0.001567953737744432,[6.69302296 4.02037066],[1.02999168 0.89362468],0.0,0.5166666666666667,0.17465046954861776
300,0.003280557323910711,[-8.51054662 -5.41301108],[-2.38658398 -1.38231292],0.0,0.15,0.2734448650992801
300,0.0011696960563853413,[ 5.29254383 -2.13855462],[ 1.24399136 -0.25949709],0.0,0.4166666666666667,0.22261858786308694
300,0.002280346188638711,[-6.49683346  4.81760375],[-1.81928601  1.23336616],0.0,0.23333333333333334,0.2717497173456502
300,0.05146270248770122,[-0.20556167 -0.80308777],[-0.02244284  0.80018808],0.0,0.45,0.965649436922238
300,0.0169460155469227,[-3.22032004  4.09043918],[-0.66160452  0.76552251],0.0,0.3333333333333333,0.19435425291984607
300,0.002215496908922908,[-9.17336963  5.48351752],[-1.51124395  1.10618496],0.0,0.21666666666666667,0.17523812325626412
300,0.0003060654653526453,[-0.50237077  8.67095458],[-1.08807563  0.08136569],0.016666666666666666,0.5666666666666667,0.12562480122889974
300,0.0009417872184434612,[ 9.09393962 -5.43076968],[ 1.18675233 -0.26990332],0.016666666666666666,0.31666666666666665,0.11490216514017625
300,0.0020784579217708312,[-9.34198828  2.49535708],[-2.77920294  0.99028251],0.0,0.18333333333333332,0.3051197738094988
300,0.009152664493144924,[-4.63276348  8.06121548],[-0.80548238  1.69281823],0.0,0.31666666666666665,0.201630442884202
300,0.0009844616149242828,[-10.19465662  14.86488983],[-1.24049304  2.04000467],0.016666666666666666,0.26666666666666666,0.13245919219970828
300,0.00144374187184994,[ 5.5187286  -6.74801383],[ 1.1797759 -1.7588659],0.03333333333333333,0.25,0.24295194729493508
300,0.0041776990034978955,[12.00132372  2.79533887],[1.71405557 0.25717207],0.016666666666666666,0.4,0.14065581431231872
300,0.0013428377987250197,[-8.83631647  2.66555413],[-2.23360101  0.65362004],0.0,0.18333333333333332,0.2521527946966375
300,0.0008432701727652698,[-14.30042488   7.3019893 ],[-1.90680968  0.85901317],0.016666666666666666,0.26666666666666666,0.13024812410744033
300,0.008542635163216314,[14.30793617 12.07050795],[1.07123914 1.05436766],0.0,0.3,0.0802954181601094
300,0.005270287436678885,[-1.34493075 -2.08691209],[-1.20623381 -0.78942387],0.016666666666666666,0.4,0.5806439128015112
300,0.007367336509036922,[-3.55849748  5.67606149],[-0.56812602  1.22185411],0.0,0.36666666666666664,0.20113709959550874
300,0.0058195443998439985,[2.40023558 3.15865088],[0.84131768 1.42412479],0.05,0.31666666666666665,0.416942544683439
300,0.3735491226295933,[ 0.10188137 -0.61414098],[-0.51220938  1.03345721],0.0,0.4666666666666667,1.8527915859606872
300,0.00209199384644154,[ 5.68772901 11.68630687],[1.16715511 2.82274109],0.0,0.03333333333333333,0.23501901468473976
300,0.010994193094195534,[8.53265864 4.90796777],[2.51453379 1.31194816],0.0,0.1,0.2881303763715728
300,0.0067846475756224356,[ 2.77563235 -1.82409917],[ 0.74968739 -1.1659131 ],0.0,0.36666666666666664,0.4173403704693404
305,0.004553923993648961,[-7.58565292 -6.79410502],[-1.57605969 -0.82191036],0.0,0.4098360655737705,0.17454832353532437
305,1.1911399669627334,[-0.16746468 -0.83009783],[-0.13743751  0.71701659],0.0,0.45901639344262296,0.8621293578751322
305,0.0008042062627264401,[-9.0928864  -2.75087272],[-1.13811501 -0.69837177],0.01639344262295082,0.36065573770491804,0.1405596535078642
305,8.432930671463278e-05,[ 35.0261676 -14.1594804],[ 1.09672781 -0.78863093],0.0,0.36065573770491804,0.03575531302582842
305,0.0007644215714147822,[-14.30310968  12.02685969],[-0.96129763  1.36890001],0.0,0.26229508196721313,0.08950970051703812
305,0.0006642727153240596,[-14.95072856  11.51444005],[-2.24546539  1.58336686],0.0,0.08196721311475409,0.14559935504962812
305,0.8724575468277783,[-0.14795553  0.05029128],[ 0.04292144 -0.53569285],0.0,0.4262295081967213,3.438999682824873
305,1.7373766610814956,[ 0.48457041 -0.22775409],[-0.16769264 -1.2015833 ],0.0,0.4426229508196721,2.2659148203141988
305,0.005198156979392113,[ 1.89237085 -1.87413433],[-0.22350549 -0.41873315],0.01639344262295082,0.4426229508196721,0.17821504782408398
305,0.0011595826637299078,[19.78174416  4.89281041],[1.43791064 0.72481647],0.01639344262295082,0.4262295081967213,0.07902022329839707
305,0.00299186334014556,[-5.26209252 -4.58646271],[-2.25436407 -2.02370326],0.0,0.04918032786885246,0.43399615898427846
305,0.007304617169353321,[-5.91916765  3.47666031],[-1.56948799  0.51599318],0.0,0.22950819672131148,0.24067174167714006
305,0.0012858431058730248,[14.56102422  9.12434169],[2.6270863  1.48266599],0.01639344262295082,0.03278688524590164,0.175550881953096
305,0.300822628129214,[-0.32912773  0.08294464],[ 0.81068731 -0.67909599],0.0,0.6229508196721312,3.1157334006742947
305,0.002885997518997773,[-1.50072629  8.90879527],[-0.40436503  0.93971843],0.0,0.47540983606557374,0.11323780739319518
305,0.14164312491317757,[ 0.06049089 -0.73730445],[-0.55834614  0.39482342],0.0,0.45901639344262296,0.9243795864698081
305,0.001733103251631389,[-14.95065851 -15.44069246],[-2.09851839 -2.03380981],0.0,0.14754098360655737,0.13596952899905818
305,0.0014741317032126368,[4.95331897 5.2975286 ],[1.08168075 1.08292952],0.0,0.36065573770491804,0.2110451175818013
305,0.0012088889168577477,[2.31600923 9.04626665],[0.51056348 1.3247638 ],0.0,0.32786885245901637,0.15203893435983648
305,0.00858963384042682,[-6.28863076 -0.04034354],[-1.47209351  0.02122072],0.0,0.32786885245901637,0.2341075855054174
305,0.0006554693414522114,[-3.29120321  4.60878423],[-1.22540293  1.02945495],0.0,0.3770491803278688,0.28259772095133634
305,1.4329146640996575,[-0.66806493 -0.82401433],[1.26110545 0.23128018],0.0,0.4426229508196721,1.2086444514319659
305,0.00014538962520911335,[1.89343113 0.86375053],[-0.41292513 -0.30301243],0.0,0.5409836065573771,0.24610323712202628
305,0.0010131963486751205,[3.03293995 9.16657327],[1.01297274 2.75340108],0.0,0.03278688524590164,0.30385651447044426
305,0.027877183947174786,[-0.15339046 -0.73573963],[-0.53727838 -0.7881819 ],0.0,0.5409836065573771,1.2692093470241717
305,0.0027426856683696313,[-10.3758002    5.01926308],[-1.30506809  0.41256563],0.0,0.4262295081967213,0.11875054708934696
305,0.01411310918771732,[-0.38445164 -0.10976073],[ 0.1312065  -0.10169034],0.0,0.4262295081967213,0.41519458496534895
305,0.017784517980660542,[-0.76215368  4.53637624],[-0.38969108 -0.07347593],0.0,0.5737704918032787,0.08620899185463901
305,0.000204624274305373,[-14.70973169   7.26701157],[-2.58393588  1.01674701],0.0,0.04918032786885246,0.16924478018296613
305,0.004526887469025667,[ 4.84706266 11.00834399],[0.79134363 1.82540487],0.0,0.29508196721311475,0.16540747957377536
305,0.006630182746287292,[4.74158207 8.72277505],[1.15157696 2.15574034],0.01639344262295082,0.2459016393442623,0.24617149554056386
305,0.00012412902583517867,[ 4.54248125 -2.33081252],[ 2.55576375 -0.9444943 ],0.01639344262295082,0.06557377049180328,0.533672552401295
305,1.4842543915352751e-05,[0.78531875 5.04152391],[0.35556898 2.23451866],0.04918032786885246,0.16393442622950818,0.44345141331559884
305,3.6510689550544666,[ 0.0291484  -0.47736914],[-0.4965603  -0.36418356],0.0,0.45901639344262296,1.2875756451735298
305,0.003421231201241626,[-19.62135774 -27.49913945],[-1.2582865  -2.63616836],0.0,0.04918032786885246,0.08646920956549692
305,0.000984419096730802,[1.94068224 4.17813333],[0.33838164 0.92737235],0.0,0.39344262295081966,0.21428505549240248
305,0.011572914207354939,[ 3.79114562 -3.03942841],[ 1.27435755 -0.96031931],0.01639344262295082,0.36065573770491804,0.328389998890983
305,0.001963982180872496,[-7.44191568  5.67622367],[-1.40978556  0.30199729],0.01639344262295082,0.3770491803278688,0.1540421561439586
305,0.006186564556682416,[ 3.35287033 -9.09197976],[ 0.74623859 -0.80463474],0.0,0.5573770491803278,0.11324595303729884
305,0.005397372090613074,[ 6.79847826 -0.67935748],[ 2.6536329  -0.51238165],0.0,0.06557377049180328,0.3955670211609526
305,0.006406786504078886,[8.08353014 1.18047497],[1.96421105 0.17358543],0.0,0.14754098360655737,0.24137606445146703
305,0.0026220869356966114,[5.16292402 4.93154478],[2.06075606 2.14685173],0.0,0.06557377049180328,0.41680087483164546
305,0.0035792181224656955,[3.11581746 3.53737905],[0.83427797 1.54179167],0.01639344262295082,0.36065573770491804,0.3718826004094394
305,0.00775030196507608,[3.33754729 3.72849305],[1.61889917 1.72472974],0.0,0.19672131147540983,0.4727109814213007
305,0.0011719474805896898,[ 24.91974566 -10.38500894],[ 1.46829037 -0.71728457],0.0,0.36065573770491804,0.06052980722936217
305,0.6363752796596319,[ 0.65901877 -0.69647888],[0.81050534 0.01469785],0.0,0.4098360655737705,0.845430138645742
305,0.0034994090676204355,[-5.02451493  5.2376291 ],[-1.73389055  2.0171824 ],0.01639344262295082,0.13114754098360656,0.366487192361965
305,0.004170086765679002,[ 3.8082956  -6.65630524],[ 1.12487961 -2.0850838 ],0.03278688524590164,0.21311475409836064,0.30893773673308195
305,0.0006851253758687271,[ -5.93116638 -18.47880273],[-0.89609314 -0.8087    ],0.0,0.4918032786885246,0.06219572728319267
305,0.0031217730725596636,[-4.50701111  5.43812275],[-0.69164319  1.37191703],0.0,0.4426229508196721,0.2175272568822791
305,0.011265625523923014,[ 24.18549145 -19.87455261],[ 0.70640245 -1.26938442],0.0,0.4098360655737705,0.046406361776381626
305,0.0039057020314458113,[ 3.62499219 13.6211375 ],[0.46912202 2.28782036],0.0,0.16393442622950818,0.16568865536876978
305,0.004307399439111956,[ -4.18030787 -10.94483845],[-0.6517237  -2.10978371],0.0,0.16393442622950818,0.18847325093879827
305,0.002322927515989633,[-6.75719595  5.23588898],[-2.34505686  1.76956636],0.01639344262295082,0.06557377049180328,0.34366855617394393
305,0.0034578193398169875,[2.43175684 2.30415313],[1.20133972 0.19239371],0.0,0.5573770491803278,0.3631775001827676
305,0.11963311313182011,[0.53078386 0.27960576],[0.07971241 0.58065313],0.0,0.5901639344262295,0.976952715368426
305,0.6309055982594428,[ 0.59471404 -0.59263477],[-0.5627364  -0.59009045],0.0,0.4918032786885246,0.9711969637173795
305,0.2501010354310081,[ 0.47946402 -0.07018182],[-0.01193543  0.59589782],0.0,0.45901639344262296,1.2299839736347427
305,0.005597901767582061,[8.71864885 9.66848331],[1.7411371 2.3648285],0.01639344262295082,0.08196721311475409,0.22556722032559942
305,0.0084677003450556,[12.17263688  8.31860335],[2.63689855 1.23556235],0.03278688524590164,0.08196721311475409,0.197511319838276
305,0.014136777468751265,[-4.16305018 -3.6478641 ],[-1.03462723 -0.93485811],0.0,0.39344262295081966,0.25192124084603906
305,0.00411768043896166,[-2.76119666  3.55801266],[-0.56242845  0.748148  ],0.0,0.5409836065573771,0.2078220237647411
305,0.5149130104302059,[-0.04465172 -0.43436615],[-0.23326224  0.97755977],0.0,0.47540983606557374,2.3015980207625177
305,0.004405112702607709,[-6.73208193 -4.50584845],[-1.67091641 -1.076422  ],0.0,0.21311475409836064,0.2453601559123603
305,0.010682596174615496,[ 1.0235896  -1.82034593],[ 0.3407596 -0.9462181],0.0,0.5737704918032787,0.4815690871346139
305,0.0012560313052640865,[-10.65365047 -11.74918078],[-1.06311303 -2.12314009],0.0,0.29508196721311475,0.14971089137206742
305,0.0010638908347455683,[-6.56830433 -3.92380236],[-2.31979444 -1.05801182],0.01639344262295082,0.16393442622950818,0.3332441226608879
305,0.0031519695261077265,[-5.78296306  8.24579902],[-0.87992987  1.6869793 ],0.0,0.2786885245901639,0.188916139224391
305,0.0005474045952134014,[-7.05456703 -5.2391629 ],[-2.39823244 -1.57651376],0.0,0.04918032786885246,0.32660990338294943
305,0.006310723381722858,[-5.4799214 -5.7536488],[-1.33900611 -1.92872937],0.0,0.2786885245901639,0.2955015152393891
