n,gamma,perceptron_weights,svm_weights,perceptron_error,svm_error,svm/percp
800,0.001700246359408449,[-3.11407052 -6.71497627],[-0.63966611 -1.56975932],0.0,0.24375,0.22900644121631877
800,0.01774974403472656,[-1.02520532  1.57766082],[-0.65234807  0.57609219],0.0,0.54375,0.4625608704794694
800,0.006891404218916698,[-7.01830024 -3.51852581],[-0.72026729 -0.63432894],0.0,0.43125,0.12224972732099752
800,0.004899414310078332,[-5.9506472   3.80381685],[-1.0298093   0.37611816],0.0,0.48125,0.155234175703805
800,0.0019478862827919648,[10.54886046 11.15898712],[1.25073339 1.49967665],0.0,0.24375,0.12716889522900646
800,0.0008231014820902232,[ 10.96728715 -10.66800805],[ 2.05005103 -2.02463323],0.0,0.13125,0.1883206911487943
800,0.00027828282371719865,[-11.90288116  15.7523862 ],[-1.23001026  1.80557364],0.0,0.1875,0.11065389903386741
800,0.00046914737058381635,[-8.29895369  9.20772062],[-1.24204273  1.00177625],0.0,0.3875,0.12872872307594152
800,0.5975046636331139,[ 0.08599373 -0.42028306],[-0.25793002 -0.01225807],0.0,0.525,0.6019275217156868
800,0.0012325074015981563,[ -5.42580343 -15.17680587],[-0.75499315 -2.56589891],0.0,0.1125,0.16594779280671484
800,0.0038826281569319812,[ 1.77597776 -3.10454906],[ 0.94012951 -1.52226347],0.0,0.275,0.5002382967724163
800,0.0005999975087308986,[-17.85100433  11.50163524],[-1.93845597  1.03965103],0.0,0.2,0.10358395312722457
800,0.0022731923302203917,[-3.67170712 -3.63107341],[-0.94589698 -1.00199389],0.00625,0.40625,0.26683922515516745
800,0.0007925519296218062,[ -6.20088518 -22.52708603],[-0.64323004 -2.36242994],0.0,0.14375,0.10479084531197763
800,0.00022725715878672525,[ -1.93764459 -63.44055484],[ 0.01458958 -2.98062048],0.00625,0.00625,0.04696155177011164
800,0.2152707069968013,[0.72621493 0.61512195],[0.16316602 0.44232216],0.0,0.525,0.49537615368774635
800,0.00044913306099770526,[13.01804047 19.96054546],[1.27671981 2.55974844],0.0,0.1125,0.12003425861179613
800,0.0019501176108930143,[10.10075878  3.35405402],[2.51046148 0.94791221],0.0,0.13125,0.2521320077325999
800,0.005222938055444274,[ 2.30849795 -4.31207898],[-0.05391486 -1.12456633],0.0,0.48125,0.23018344920684003
800,0.002154494601224923,[-5.14203774 -4.92124518],[-1.42701637 -0.87245294],0.00625,0.3125,0.2349955976188289
800,0.0017248525441907947,[21.9269296  -4.03875731],[ 2.26630904 -0.48592598],0.0,0.20625,0.10395770440687743
800,0.0006079222185231605,[13.40124805 16.37156032],[1.71190898 2.34232994],0.0,0.11875,0.13712823494895154
800,0.0010052728274368235,[-28.95589459 -12.23671325],[-2.54665195 -1.01703708],0.0125,0.1375,0.08723382492477366
800,0.004702767352064942,[ 2.61639443 -7.92028087],[ 0.55539918 -0.93165072],0.0,0.4125,0.13003320090001327
800,0.0011647673777313188,[  2.82204226 -13.89299837],[ 0.46304423 -2.66531294],0.0,0.13125,0.19082246489219193
800,3.205310912646232,[-0.50482243 -0.81112261],[ 0.21117451 -0.06833281],0.0,0.50625,0.23231937316300794
800,0.001966109892393941,[ 6.96369291 -1.12832266],[0.6061233  0.28433371],0.00625,0.5,0.0949039004712441
800,0.0019047617830930076,[-15.56910423  -8.8021355 ],[-2.67641761 -1.256058  ],0.0,0.04375,0.16530577446568032
800,0.08521188960275879,[0.36177699 0.343167  ],[ 0.09058283 -0.50447303],0.0,0.49375,1.0278688905591742
800,0.043837130330158784,[0.66807277 0.05634589],[-0.20217481  0.07138351],0.0,0.4875,0.31979784079652424
800,0.001072294394323962,[-13.72935435  15.72931656],[-1.63110488  2.11076677],0.0,0.16875,0.12776631341934672
800,0.00019912420548656048,[ 3.54790293 -7.54186835],[ 0.43747545 -0.89528558],0.0,0.475,0.11955475446042033
800,0.0007086840648261652,[-6.69623479  6.21440665],[-0.78934125  1.37554544],0.00625,0.4125,0.17360007197354266
800,0.0006998371199062511,[ 3.6680533 15.7889931],[0.44370327 1.24788464],0.0,0.40625,0.08170656547918895
800,0.0012716529681173587,[  4.53954569 -10.18124347],[ 0.48122543 -1.30990361],0.0,0.39375,0.1251859709509768
800,0.0026768994831658927,[-6.49389798  1.02905236],[-1.87014147  0.15243692],0.0,0.275,0.2853786724335345
800,0.00010059951913275713,[-15.57733516  -7.2044009 ],[-2.72750007 -0.79706587],0.0,0.1,0.1655675489308681
800,5.301371828226804e-06,[-3.63067066 15.75082497],[-0.28713548  0.96131492],0.0,0.4,0.062069419711481756
800,0.6126249849255194,[0.53775702 0.51705885],[-0.67256274  0.41648247],0.0,0.525,1.0604054014780535
800,0.0027778181273518405,[-6.79444879 -6.77152169],[-1.18256672 -1.14115781],0.0,0.3375,0.17131764637207464
800,0.0012121635258166607,[ 4.09686466 -2.25551908],[ 0.89679097 -0.45217736],0.0,0.5,0.2147532435718568
800,0.00031950060457797163,[-7.51811653 10.42548814],[-1.21400468  0.45247066],0.0,0.43125,0.10079605117213873
800,0.0004866709346064619,[ -6.49144791 -19.15634453],[-0.54379862 -2.63947815],0.0,0.0875,0.13323791575788996
800,0.0016621308322967625,[-23.83186479 -23.92226525],[-2.14946348 -1.83771616],0.0,0.075,0.08374859433840394
800,0.0013159775230892356,[-4.49234327 -2.56102753],[-2.77204612 -1.40292895],0.00625,0.01875,0.6008111478280076
800,0.0007905896302555751,[  1.23355947 -12.73193517],[ 0.27130095 -2.30862044],0.0,0.1625,0.18172201969625199
800,0.0013160618357672008,[ 1.39075426 15.49543165],[0.09123832 2.60903007],0.0,0.16875,0.16780255564304586
800,0.00016578636033433687,[ -9.48125834 -16.50953265],[-1.03159773 -1.93228353],0.0,0.25625,0.11505269785826569
800,0.0014895004977464813,[-14.92562621   6.3155833 ],[-2.56769218  0.98768599],0.0,0.1125,0.16974973297537688
800,0.6431869395108367,[-0.07515791  0.16213992],[ 0.31662148 -0.3155085 ],0.0,0.475,2.501138622220877
800,3.92106946118442,[-0.2998625   0.41341717],[-0.02023097  0.88981906],0.0,0.5,1.7427460002243564
800,0.0011206881230775337,[ 8.56088539 16.02155551],[1.00947091 2.34408672],0.0,0.2125,0.14049898727519813
800,0.0019527785649009822,[-3.04102483 17.83643376],[-0.28080304  1.62951925],0.0,0.35625,0.09138683391439728
800,0.00040819325578078127,[ 30.09533516 -32.87835605],[ 1.92206593 -2.28749178],0.0,0.075,0.06703225968392919
800,0.0011347821357862336,[-6.28127846  4.92381108],[-1.20723411  0.66092644],0.0,0.35625,0.17244598665738342
800,0.0011259884307260846,[24.12825566 -3.24069953],[ 2.65451656 -0.2411741 ],0.0,0.11875,0.10948692836138338
800,0.00040451293877536007,[-7.65033485 10.26216055],[-1.03901958  1.65832646],0.01875,0.18125,0.15288602525281028
800,0.0013622750945238014,[-16.24144412   9.31202803],[-2.38782559  0.90156081],0.0,0.10625,0.1363321570107339
800,0.004459862546753655,[-6.62121386 -7.63319056],[-0.65762748 -1.08638566],0.0,0.46875,0.1256759125478403
800,0.0001342490535135142,[-29.22283233  40.44251145],[-1.33831166  2.38867582],0.0,0.125,0.05487533563388804
800,0.14169009650363987,[ 0.82877288 -0.47357286],[-0.06086193 -0.08511237],0.0,0.36875,0.10961793115370082
800,0.0014427198937131845,[11.84804664  5.15593088],[2.48489843 0.78437824],0.0,0.1625,0.2016637829383363
800,0.04978959627813042,[0.53811686 0.31627603],[-0.27964722 -0.34347498],0.0,0.55625,0.7096024538810378
800,0.001319924540643996,[ -7.28078342 -21.15638185],[-0.52106404 -1.07363121],0.0,0.48125,0.053338132477970986
800,0.002182425635470779,[ 7.92547071 -5.73942145],[ 0.57766412 -0.73733836],0.0,0.49375,0.0957218902835053
800,0.0010554133909845488,[ 10.31524051 -11.15946237],[ 2.00764358 -2.19452416],0.0,0.1,0.19572213085225318
800,0.014447742459993487,[0.5347837  0.20002426],[0.00634015 0.31552156],0.0,0.5,0.5527206508696987
800,0.0008664286586323361,[ 17.91763838 -11.03647263],[ 1.91117412 -1.05762353],0.0,0.26875,0.10379719214173938
800,0.0005883237438844775,[15.90381492  5.26363266],[1.78334351 0.44882243],0.0,0.26875,0.1097737565521555
800,0.008023581910596983,[ 0.11162653 -0.0926443 ],[0.94979535 0.36174327],0.0,0.41875,7.006244238779259
800,0.001135778836467092,[ 6.26400468 -8.91859579],[ 0.79630174 -1.20759371],0.0,0.33125,0.13272421156385505
800,0.001481457784585018,[-8.26342615 11.94756801],[-1.07266386  1.00454845],0.00625,0.34375,0.10116460976009013
800,0.24992899166013752,[-0.28229943 -0.69984366],[0.48806825 0.26177024],0.0,0.4625,0.733912288493265
800,0.0003103046329179809,[15.51888907 16.65694574],[1.92570536 2.18512668],0.0,0.03125,0.12793562193624614
800,6.504042656903112e-05,[ 20.10829662 -23.7614005 ],[ 0.70043876 -1.2279018 ],0.0,0.3375,0.045413648229028054
800,0.00108990594675203,[-12.02947504  -8.21873773],[-2.3058328  -1.37539583],0.0,0.16875,0.18428709065484206
800,0.00046333861757305334,[-12.84848081  19.85207305],[-1.31917738  2.0608359 ],0.0,0.14375,0.10347502184563263
800,0.00099872078659745,[21.75786906  2.15541106],[ 1.14325011 -0.03608088],0.0,0.40625,0.05231430562300454
800,0.002647482098837518,[9.88521568 9.06715193],[0.17039752 1.10613674],0.0,0.525,0.08343513758078597
800,0.0006712364269569927,[ 8.13328462 19.97830882],[0.43523917 1.03602396],0.0,0.45,0.05209607195230214
800,0.00111483983799733,[  2.7468794  -20.63354296],[ 0.18819877 -2.50856929],0.0,0.09375,0.12085268499870928
800,0.002775617322689226,[-9.18438246 -0.66599657],[-2.86493439 -0.21688573],0.0,0.05625,0.3120087795358606
805,0.47787323339331406,[ 0.39554876 -0.2110475 ],[0.19082867 0.22293855],0.0,0.484472049689441,0.6545563122994555
805,0.0015264417890389307,[  8.53538655 -10.46233042],[ 1.15998706 -0.87826129],0.0,0.33540372670807456,0.10775624719189757
805,0.00030938265402754515,[-16.16029488   6.30565315],[-2.26774937  0.77186565],0.006211180124223602,0.15527950310559005,0.13809402841153126
805,0.002737154140878351,[-4.51102329  3.50811678],[-0.70425547  0.47983511],0.006211180124223602,0.42857142857142855,0.14912499352473074
805,0.0008613635411263385,[-8.24864225 -7.62558326],[-1.02800935 -1.25639066],0.012422360248447204,0.34782608695652173,0.14451233661372107
805,0.0008959289866709392,[6.02848988 7.54784345],[1.81592388 2.47957251],0.006211180124223602,0.031055900621118012,0.31816362106805585
805,5.529109087358315e-05,[10.15943886 17.65364387],[0.92227106 1.68664823],0.0,0.2981366459627329,0.09437895452129386
805,0.0007630224828484918,[ 12.18059648 -10.81903127],[ 1.25371031 -1.10718471],0.0,0.33540372670807456,0.10266703259334731
805,0.0009752787030161521,[-10.05778977  -9.60154375],[-1.39419917 -1.69784563],0.006211180124223602,0.21739130434782608,0.157995290173725
805,1.9315131832804626e-05,[25.49151173  0.0858828 ],[1.44043553 0.07286056],0.0,0.36024844720496896,0.056578397936918
805,0.0001844908452079006,[-7.97279449  2.76207989],[-1.77378007  0.65059532],0.0,0.2484472049689441,0.22391573580970436
805,8.629344739070137e-05,[-42.44391831 -30.62258879],[-1.23567835 -1.26090664],0.0,0.40372670807453415,0.03373178682606407
805,0.0005190369667934904,[ 5.38173913 -2.88622525],[ 0.76392444 -0.5264828 ],0.006211180124223602,0.43478260869565216,0.15192392055783252
805,0.0012250533306954903,[ 2.09264621 -6.89849829],[ 0.67115137 -0.77353416],0.0,0.40993788819875776,0.1420614739407398
805,0.001022506072351129,[-13.59940237   7.2757067 ],[-2.66184426  1.26391992],0.0,0.037267080745341616,0.19105304467593492
805,0.0005648176230830819,[-10.84010873   0.64385659],[-1.37084183  0.06863608],0.0,0.3416149068322981,0.12639580802033293
805,0.00010008360340480205,[-22.52675724   2.66476723],[-1.23320575  0.14395924],0.0,0.32298136645962733,0.05473415906707295
805,0.001434123139679404,[ 3.83269875 13.15465876],[0.64848156 2.7565397 ],0.0,0.08074534161490683,0.20667549330422366
805,0.001029049535702238,[ 13.50176162 -17.9850241 ],[ 1.3054222  -1.01417724],0.0,0.37888198757763975,0.07350602409187378
805,0.005913958624991251,[ 7.90096531 -3.7333309 ],[ 1.41742218 -0.74904185],0.006211180124223602,0.32298136645962733,0.18345842193617026
805,0.00041285254605097615,[ 0.48382769 29.41949465],[-0.11190307  1.21674182],0.0,0.4161490683229814,0.04152728075575937
805,0.16951308803582704,[-0.21368119  0.69033386],[0.51341773 0.0260835 ],0.0,0.45962732919254656,0.7113832730097172
805,5.122220208675696e-05,[-17.98727545  11.77537337],[-2.64307761  1.46437577],0.0,0.018633540372670808,0.14054836429995798
805,0.0033840495965217965,[-34.5737743   21.85852923],[-0.49883725  0.85379396],0.006211180124223602,0.4782608695652174,0.02417460174119287
805,0.38201100198196214,[-0.02073866 -0.22449619],[ 0.3953084  -0.05220912],0.0,0.5217391304347826,1.7686295593359944
805,0.0009890539996099386,[  4.42771711 -23.03425714],[ 0.27662566 -1.37435469],0.0,0.3105590062111801,0.0597680905254777
805,0.011544718142906482,[-4.60940282  6.11551459],[-1.02268239  0.22321448],0.0,0.4658385093167702,0.13668693380639516
805,0.14774201419455713,[0.16828698 0.25090243],[ 0.29676945 -0.00655452],0.0,0.4906832298136646,0.982550864411807
805,0.0023042945302110935,[-6.08809461  2.51630373],[-2.82074493  0.99833179],0.0,0.031055900621118012,0.4542161213092122
805,1.0136282086153199,[-0.5532398   0.68115436],[-0.35835843 -0.39734806],0.0,0.5031055900621118,0.6097575835402868
805,0.00279904370907767,[-5.30759932 11.45782555],[-0.60084001  1.34547415],0.0,0.3416149068322981,0.11669314895746184
805,0.0008232740084288992,[-12.10333956   3.66655921],[-2.60343695  0.74514189],0.0,0.11801242236024845,0.2141279451863097
805,0.0010188645255265365,[ -4.11518757 -10.49706524],[-0.7867328  -2.69800056],0.0,0.11801242236024845,0.2492588124837362
805,0.0016676628725316059,[ -5.16329934 -13.12023081],[-0.79140047 -2.28861182],0.0,0.14906832298136646,0.17174766413512554
805,0.035448696873708725,[-0.31795325  0.13501673],[-0.26429901  0.29623055],0.0,0.4968944099378882,1.1492739216943693
805,0.7208686973048399,[0.86225728 0.06918813],[-0.54401077  0.37972556],0.0,0.546583850931677,0.7669455413925655
805,0.0010499641861222708,[3.5604569  3.16806565],[2.44493072 1.82943397],0.0,0.037267080745341616,0.6407242423724174
805,0.04245497116553822,[ 0.01158833 -0.1232067 ],[-0.01945907  0.6605773 ],0.0,0.515527950310559,5.340293159476542
805,0.0013258160664882954,[-3.33853221 18.28533021],[-0.42329544  2.81031111],0.0,0.08074534161490683,0.15289818267993852
805,0.0010828676218522305,[15.27324578  0.36258308],[ 1.71474691 -0.09024949],0.0,0.2360248447204969,0.11239500825555811
805,0.0012822329860589254,[-13.30847524  -4.80966648],[-2.66963351 -0.51915749],0.006211180124223602,0.10559006211180125,0.19218860985381894
805,0.0017885191955463917,[ 11.2121897  -18.54169288],[ 0.92329578 -1.24575711],0.0,0.37888198757763975,0.07156172196730617
805,0.0008341563261039365,[ -6.90857544 -10.27329947],[-0.68172031 -1.07884534],0.006211180124223602,0.36645962732919257,0.10308288441004078
805,0.0022728760407650984,[-13.81541101  -1.0429938 ],[-1.33646125 -0.12863739],0.0,0.35403726708074534,0.09690829339366536
805,0.005107349282636734,[-5.39086178 -8.22528511],[-0.77229398 -1.19625005],0.0,0.391304347826087,0.14478533021429016
805,0.0031867054047561294,[ -5.86358166 -15.27738551],[-0.9394217  -1.43993692],0.0,0.32919254658385094,0.1050649918248523
805,0.001184315414166285,[ 4.92538584 -2.20623307],[ 0.81125492 -0.63587469],0.0,0.484472049689441,0.19099039120449263
805,0.0014242578153512335,[-12.95013474  -8.49618153],[-1.36594945 -0.89838366],0.0,0.2670807453416149,0.10555655266404497
805,0.0025435836170450365,[4.75149486 9.80758945],[0.32945555 1.31195632],0.0,0.43478260869565216,0.12412324336307382
805,0.0024189651694040562,[14.23893925 -1.33091401],[1.79278768 0.0382575 ],0.0,0.2360248447204969,0.12538950437363566
805,0.0009596659374082558,[5.27420934 5.11041901],[1.01728026 0.94021761],0.006211180124223602,0.32298136645962733,0.18862211462900647
805,0.0005392601226501692,[16.02330335 -6.0112802 ],[ 2.24591171 -0.71707223],0.0,0.2484472049689441,0.13776069087098694
805,0.00020800983363712512,[-15.800736     5.18171245],[-2.74959681  0.77112487],0.0,0.15527950310559005,0.17173217017645726
805,0.004541542509541279,[-3.03760383  3.91908472],[-0.44850299  0.96828325],0.006211180124223602,0.4161490683229814,0.21521058591341588
805,3.0577524908202227e-05,[-18.41528649   4.52667809],[-1.12037836  0.19520835],0.006211180124223602,0.5279503105590062,0.059970911903376535
805,3.025150480708435e-05,[-11.74710125  -3.73244601],[-2.59247254 -0.78900952],0.0,0.13043478260869565,0.21985415208818143
805,0.0035815867399407834,[ 4.82725625 -2.46253677],[ 0.63229536 -0.56599483],0.0,0.40372670807453415,0.15659746538470512
805,0.00013217111921391513,[ 17.69955502 -20.55316626],[ 1.21407073 -1.13283501],0.0,0.37888198757763975,0.061219284723389715
805,0.0011225294139121384,[ 9.3747874  12.21964866],[1.28034072 2.2232124 ],0.006211180124223602,0.19254658385093168,0.1665765640564701
805,0.0015008358077318778,[-16.37480519  -8.85067723],[-1.42332433 -0.65641834],0.0,0.32298136645962733,0.08420683131366141
805,0.00282963993154007,[-3.78185447 -7.08073304],[-0.68603526 -0.55369532],0.0,0.5093167701863354,0.10982411414926162
805,0.0006657069926796646,[-12.18939438  -9.50209669],[-1.45162444 -0.88478317],0.0,0.36024844720496896,0.10999454854576003
805,0.04601351364033608,[0.49193727 0.1264406 ],[ 0.18997458 -0.63889428],0.0,0.4782608695652174,1.3122770172156848
805,0.002776447519963865,[-19.1166868   9.4373683],[-2.73790221  1.09631738],0.0,0.06832298136645963,0.13833679389114556
805,0.00031431109525313725,[ 9.94724851 13.96266623],[0.76787193 1.50817162],0.0,0.30434782608695654,0.09871877255148996
805,0.0016800858889548357,[-10.91574386  -1.97139113],[-1.14352196 -0.04713695],0.0,0.45962732919254656,0.10317875231824636
805,0.009918951256476183,[-2.90393089 -2.32745217],[-0.41643455 -1.0042154 ],0.0,0.5279503105590062,0.29212025291026894
805,0.3763640582615772,[0.10117816 0.49972968],[-0.11508061 -0.08814871],0.0,0.546583850931677,0.2843104195558995
805,0.0007364092706704538,[26.74888864 -0.50396661],[ 3.00200955 -0.19412705],0.006211180124223602,0.018633540372670808,0.11244377058616763
805,0.0004296181640009613,[ -5.50900943 -26.59133587],[-0.48930014 -2.52572523],0.0,0.13664596273291926,0.0947372195074686
805,0.00038193144280796533,[ 10.53926959 -10.94480859],[ 1.79478779 -1.99741794],0.0,0.20496894409937888,0.17673269714392226
805,0.0006230864981975329,[2.66153606 1.93165803],[0.8610834  0.86557588],0.0,0.34782608695652173,0.3712601306848384
805,0.003112429069428501,[13.53540549 11.37010586],[2.27452132 1.84048227],0.0,0.062111801242236024,0.16551680838528227
805,0.001435162219863221,[ 2.7600354  -6.43122798],[ 0.24928774 -0.65340095],0.0,0.4906832298136646,0.09992772620066524
805,0.000879190646041731,[-5.21512828 -6.06416184],[-0.96884508 -0.82175879],0.0,0.33540372670807456,0.15883680011070211
805,0.0005931364876904877,[21.73252551 -9.55198678],[ 1.3099964  -0.88748007],0.006211180124223602,0.2981366459627329,0.06665435983531591
805,0.0008000594173327969,[ 2.56725061 -7.45918286],[ 0.29667644 -1.38134434],0.0,0.2981366459627329,0.17909925005053198
805,0.0007756277744689537,[-4.99628369 -5.82250703],[-0.76599424 -0.7553796 ],0.012422360248447204,0.4409937888198758,0.14021840146564507
805,0.00010761934943547897,[14.13441862  7.4042821 ],[2.18982594 0.98150127],0.0,0.2111801242236025,0.15039311074465092
805,0.0005027349973786287,[-22.90642802 -48.87267398],[-0.84803445 -1.63341322],0.0,0.2857142857142857,0.034098255587756233
805,5.81243591272907e-05,[6.65562265 5.88559678],[2.32480913 1.88237837],0.0,0.037267080745341616,0.336684570940113
805,0.00042769010754724324,[  4.9091929 -13.0335118],[ 0.77791803 -2.45291519],0.0,0.09937888198757763,0.1847662861569278
805,0.0015928364980189978,[4.49071794 9.28878196],[0.71199889 1.55364471],0.0,0.30434782608695654,0.16564514937017213
805,2.4687976429613214,[ 0.02878705 -0.18382423],[0.12584891 1.06766405],0.0,0.5093167701863354,5.7778613818728894
805,0.2876113269853271,[-0.43961816 -0.32042952],[-0.03919823 -0.02114286],0.0,0.40993788819875776,0.08186858029327948
805,9.456821323444845e-06,[-15.86620023  -0.36033059],[-1.04628004 -0.0010756 ],0.0,0.45962732919254656,0.06592699310576142
805,0.007670434376409915,[5.77089755 3.02848745],[-0.0179798   0.40177471],0.0,0.45962732919254656,0.061709263984873135
805,0.004696990294772609,[-3.023307   -7.90871217],[-0.43336135  0.24143873],0.006211180124223602,0.4782608695652174,0.058590549594963307
805,0.003922967364227207,[7.32483772 4.95932268],[1.37242965 0.75127311],0.006211180124223602,0.36024844720496896,0.1768750021930035
805,0.0024966021121483506,[-23.71844017   1.76599742],[-0.68728027 -0.19511338],0.0,0.577639751552795,0.03003852926541727
805,0.000877002075618788,[-7.91324782  9.54312922],[-1.48929593  1.18991367],0.0,0.2919254658385093,0.15376672185931006
805,0.0032327507435836933,[-3.72946497 -6.55363894],[-0.44830724 -1.3221797 ],0.006211180124223602,0.422360248447205,0.1851490092598779
805,0.0017508436920412982,[ 5.21678718 -4.15539475],[ 1.89512662 -1.42588476],0.0,0.2111801242236025,0.35559433745196967
805,1.068971455942873,[0.4428308  0.26592575],[ 0.46732741 -0.24307556],0.0,0.484472049689441,1.0197899211985748
805,0.00012422018200468544,[18.77017637 11.29169269],[2.6279082  1.54730541],0.0,0.043478260869565216,0.1392203635171811
805,0.9362656092701375,[ 0.01183137 -0.49445283],[ 0.11794223 -0.19673244],0.0,0.5031055900621118,0.463768868646227
805,0.0005754767564828878,[-7.22204593 19.79498432],[-0.61884075  1.69946014],0.006211180124223602,0.2857142857142857,0.0858336623417817
805,0.0036811994420882376,[  2.61887243 -15.57391952],[ 0.46571768 -2.76013708],0.0,0.049689440993788817,0.17724477396860275
805,0.001344177118467981,[ 22.09931254 -13.35572344],[ 1.38641822 -0.94033306],0.0,0.32919254658385094,0.06487692320475696
805,0.004563842156647317,[11.71596146 10.7623623 ],[1.80514281 1.2843184 ],0.006211180124223602,0.20496894409937888,0.13925587738604164
810,0.1934675280823278,[-0.36477243 -0.2035339 ],[0.43415    0.37661611],0.012345679012345678,0.49382716049382713,1.3759172283009244
810,0.00023308583525767526,[10.37992765  8.99118448],[1.91180502 1.68472931],0.0,0.16666666666666666,0.18555828411959888
810,0.011432182861649787,[ 3.11558296 -0.61666227],[-0.04059913  0.14707694],0.0,0.5061728395061729,0.04804043252881892
810,0.008787016288447741,[-1.93145112  0.65296667],[-0.12026383  0.42310605],0.0,0.4567901234567901,0.2157432664270802
810,0.706425949348796,[-0.5845072   0.10106169],[-0.48086931  0.48000349],0.0,0.47530864197530864,1.1454201260921206
810,0.0011427392594514424,[ 6.39175265 -6.68221314],[ 0.96677306 -0.56219135],0.0,0.42592592592592593,0.12094242783925505
810,0.002309603584156934,[ -5.61195636 -13.20637262],[-0.86239601 -2.76839481],0.0,0.030864197530864196,0.20207329311773278
810,0.02067749309912293,[-3.28071627  2.24648841],[ 0.11707435 -0.39561826],0.0,0.4691358024691358,0.10376293491233397
810,0.0018513443590449977,[12.26265804 -7.1869189 ],[ 1.32441796 -0.92968335],0.0,0.3395061728395062,0.11384537516475289
810,0.00013161614801536264,[ 9.28354438 11.54413256],[1.57874734 2.39738616],0.006172839506172839,0.12962962962962962,0.19377247696176564
810,0.001769799436467622,[  6.17373436 -17.21073218],[ 0.93803439 -2.56143666],0.0,0.16666666666666666,0.14918590023083983
810,8.653765954041342,[-1.30338924  0.01776707],[ 0.01913232 -0.28450715],0.0,0.5061728395061729,0.21875524695386175
810,0.7719687089546557,[-0.00968105  0.12967423],[-0.22123847 -0.45748556],0.0,0.5246913580246914,3.907965476400641
810,0.27032473670473894,[0.72805924 0.30875103],[ 0.89477905 -0.06516083],0.0,0.5061728395061729,1.1344524439171129
810,0.0002817101559611176,[-12.1727755   11.47013889],[-1.51163353  1.16299525],0.018518518518518517,0.2716049382716049,0.1140326961611213
810,0.006634255347496072,[ 5.08128471 10.83692813],[0.59904957 1.00969359],0.0,0.3950617283950617,0.09808854098869693
810,0.0005611389659808971,[-7.17894315 -9.0584846 ],[-1.80984909 -2.34621237],0.006172839506172839,0.043209876543209874,0.25636657006668384
810,1.086979187751569,[0.24585875 0.0144954 ],[0.00494954 0.26603252],0.0,0.5,1.0803654439275268
810,0.0002817555440945723,[16.07376744 10.61130999],[1.54339051 1.26827854],0.0,0.3148148148148148,0.10371731690787964
810,0.0018365498714755944,[ 7.70365952 -7.835877  ],[ 1.30878656 -0.53866329],0.0,0.4074074074074074,0.12879838214246603
810,0.003216705814740076,[-5.47999431 -9.55091762],[-0.82029389 -0.73425331],0.0,0.41358024691358025,0.09997964058983297
810,0.005016369181313339,[-6.51543975  2.20799989],[-2.31618385  0.5653485 ],0.0,0.12345679012345678,0.34656811672315246
810,9.583369871753507e-05,[18.22079107  2.18954728],[2.78777725 0.32250182],0.012345679012345678,0.10493827160493827,0.15292003248231345
810,0.0007494278964802564,[ 0.38914796 17.03147794],[0.07590989 1.09637303],0.0,0.47530864197530864,0.06451060927667898
810,1.6620950122972962,[ 0.47341496 -0.32794355],[ 0.5416318  -0.09804163],0.0,0.48148148148148145,0.9557684971090424
810,0.02498491492081419,[-0.4368851   0.06095582],[0.31667174 0.49514778],0.0,0.5,1.3324172993108045
810,0.3382180321148766,[ 0.08407422 -0.36989844],[-0.59533321 -0.08141726],0.0,0.49382716049382713,1.5840306427727837
810,0.0013032430711104877,[-7.80623275 -4.8106337 ],[-1.24754324 -0.99811344],0.012345679012345678,0.36419753086419754,0.174239232469676
810,0.0028967327160717487,[ 7.13732855 -2.29852026],[ 1.18928911 -0.49062015],0.0,0.41358024691358025,0.17157377924360423
810,0.0006878940531707903,[10.93290639  3.72283677],[1.07300467 0.33279392],0.0,0.5,0.09727180977333098
810,0.0014760241137778659,[-13.87492585  13.07189028],[-2.10843908  2.08296365],0.0,0.07407407407407407,0.15547737341209922
810,0.00024485723859520204,[ 23.14793588 -16.99324675],[ 1.49590415 -0.97311378],0.0,0.36419753086419754,0.062145817221763544
810,0.0017713867864390968,[13.71082838 -7.10655866],[ 1.209207   -0.79341059],0.0,0.3765432098765432,0.09365106989815018
810,0.12471267952140151,[ 0.77145763 -0.02245336],[0.2719399  0.97186094],0.0,0.49382716049382713,1.3076066010310574
810,0.0015889894490770191,[ 2.69800012 -8.31279194],[ 0.59274737 -2.48298136],0.0,0.19753086419753085,0.2920882104318976
810,0.0011689089205275036,[-8.63325904 -3.61725584],[-2.80035434 -0.92532581],0.0,0.043209876543209874,0.3150787203827498
810,0.00010563930695976243,[-5.41942547  5.60055885],[-1.07435756  1.16498687],0.0,0.32098765432098764,0.2033464730660649
810,2.7079380043958072,[-0.62882524  0.13228084],[0.33338448 0.85693724],0.0,0.49382716049382713,1.4309377141696293
810,1.1406141094094884,[0.27742727 0.47260029],[ 0.57556507 -0.62529308],0.0,0.5370370370370371,1.5508109464300792
810,0.0022695491936904066,[-22.71357979   9.47218273],[-2.52738357  1.03904381],0.0,0.08641975308641975,0.11103960207515436
810,0.0037104202771633733,[ 6.91856865 -6.10848635],[ 1.12624796 -1.13332154],0.006172839506172839,0.2654320987654321,0.17311851262084826
810,0.0003518770814666205,[  1.57962678 -10.17151152],[-0.00953321  0.07808466],0.0,0.49382716049382713,0.007642194519157134
