n,error_p,error_s
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
5,0.15979899497487438,0.16984924623115577
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
10,0.20909090909090908,0.1717171717171717
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
15,0.29644670050761424,0.13705583756345177
