5,0.159798994974874,0.169849246231156
10,0.209090909090909,0.171717171717171
15,0.296446700507614,0.137055837563452
20,0.0438775510204081,0.0428571428571429
25,0.226666666666667,0.0143589743589744
30,0.107216494845361,0.0494845360824742
35,0.139896373056995,0.110880829015544
40,0.0895833333333333,0.00208333333333334
45,0.0230366492146597,0.0031413612565445
50,0.0610526315789474,0.0136842105263158
55,0.0126984126984127,0.0
60,0.0351063829787234,0.076595744680851
65,0.0449197860962567,0.0235294117647059
70,0.0247311827956989,0.0
75,0.0345945945945946,0.0118918918918919
80,0.0141304347826087,0.0326086956521739
85,0.019672131147541,0.153005464480874
90,0.0153846153846154,0.0230769230769231
95,0.0232044198895027,0.0187845303867403
