n,avg perceptron_error,svm_error
2048,0.994271240234375,0.9952392578125
2048,0.995906982421875,0.993896484375
2048,0.9989306640625,0.993408203125
2048,0.995577392578125,0.9984130859375
2048,0.998653564453125,0.995361328125
2048,0.99069580078125,0.994873046875
2048,0.99619873046875,0.99853515625
2048,0.995484619140625,0.9990234375
2048,0.994647216796875,0.9984130859375
2048,0.99455078125,0.995849609375
2048,0.995430908203125,0.9991455078125
2048,0.995946044921875,0.9962158203125
2048,0.990772705078125,0.9984130859375
2048,0.9892333984375,0.9942626953125
2048,0.9990234375,0.991943359375
2048,0.993294677734375,0.996337890625
2048,0.99255615234375,0.9991455078125
2048,0.99748046875,0.9952392578125
2048,0.99726318359375,0.999267578125
2048,0.99828125,0.9942626953125
2048,0.998157958984375,0.9949951171875
2048,0.99770263671875,0.999267578125
2048,0.996846923828125,0.9971923828125
2048,0.99656982421875,0.9969482421875
2048,0.998563232421875,0.9984130859375
2048,0.994591064453125,0.9962158203125
2048,0.993607177734375,0.9931640625
2048,0.9981884765625,0.9937744140625
2048,0.99866455078125,0.9937744140625
2048,0.987232666015625,0.99462890625
2048,0.99209716796875,0.9927978515625
2048,0.99392822265625,0.9974365234375
2048,0.9986083984375,0.9967041015625
2048,0.992470703125,0.9971923828125
2048,0.997366943359375,0.998779296875
2048,0.990889892578125,0.9971923828125
2048,0.99170654296875,0.99365234375
2048,0.985830078125,0.9908447265625
2048,0.996258544921875,0.9969482421875
2048,0.9959716796875,0.999755859375
2048,0.9913037109375,0.9957275390625
2048,0.99912109375,0.9942626953125
2048,0.9946533203125,0.99658203125
2048,0.9906689453125,0.994873046875
2048,0.99567626953125,0.9981689453125
2048,0.99362060546875,0.9971923828125
2048,0.99786865234375,0.99560546875
2048,0.99446044921875,0.9915771484375
2048,0.99659912109375,0.9970703125
2048,0.99532958984375,0.9930419921875
2048,0.987132568359375,0.9935302734375
2048,0.993369140625,0.9991455078125
2048,0.984609375,0.9979248046875
2048,0.997696533203125,0.9951171875
2048,0.998465576171875,0.9970703125
2048,0.99473388671875,0.9945068359375
2048,0.99886962890625,0.9957275390625
2048,0.9949169921875,0.998046875
2048,0.99626953125,0.9974365234375
2048,0.999088134765625,0.9920654296875
2048,0.98946533203125,0.999267578125
2048,0.9941748046875,0.993408203125
2048,0.994947509765625,0.9974365234375
2048,0.994278564453125,0.997314453125
2048,0.997474365234375,0.9927978515625
2048,0.989161376953125,0.9915771484375
2048,0.997403564453125,0.9971923828125
2048,0.995972900390625,0.998779296875
2048,0.997786865234375,0.9910888671875
2048,0.9927587890625,0.9976806640625
2048,0.997269287109375,0.9991455078125
2048,0.993067626953125,0.9925537109375
2048,0.996448974609375,0.9959716796875
2048,0.99928466796875,0.996826171875
2048,0.99285888671875,0.990478515625
2048,0.996575927734375,0.9974365234375
2048,0.99315673828125,0.9954833984375
2048,0.99833984375,0.9970703125
2048,0.99822998046875,0.9954833984375
2048,0.993482666015625,0.9932861328125
2048,0.99610595703125,0.997314453125
2048,0.997314453125,0.997314453125
2048,0.98894775390625,0.9970703125
2048,0.997596435546875,0.9974365234375
2048,0.99673828125,0.994384765625
2048,0.996954345703125,0.9971923828125
2048,0.990028076171875,0.9962158203125
4096,0.998472900390625,0.9979248046875
4096,0.9976824951171875,0.99737548828125
4096,0.9977435302734375,0.9969482421875
4096,0.9955035400390625,0.9970703125
4096,0.99770751953125,0.9991455078125
4096,0.9984356689453125,0.9970703125
4096,0.9981243896484375,0.99627685546875
4096,0.9971258544921875,0.99755859375
4096,0.9961492919921875,0.9974365234375
4096,0.99501220703125,0.99334716796875
4096,0.9956982421875,0.996337890625
4096,0.997598876953125,0.9937744140625
4096,0.99563720703125,0.99578857421875
4096,0.99587158203125,0.99822998046875
4096,0.9989404296875,0.99359130859375
4096,0.997457275390625,0.994384765625
4096,0.99750732421875,0.99951171875
4096,0.995469970703125,0.99554443359375
4096,0.9929290771484375,0.9932861328125
4096,0.9955523681640625,0.99835205078125
4096,0.99610107421875,0.99853515625
4096,0.9949322509765625,0.99810791015625
4096,0.9971282958984375,0.995361328125
4096,0.9968438720703126,0.9990234375
4096,0.9953240966796875,0.99542236328125
4096,0.996636962890625,0.99920654296875
4096,0.998995361328125,0.9954833984375
4096,0.994959716796875,0.9984130859375
4096,0.9994329833984374,0.99615478515625
4096,0.995242919921875,0.9942626953125
4096,0.997813720703125,0.99774169921875
4096,0.996123046875,0.9984130859375
4096,0.99273193359375,0.99542236328125
4096,0.9895367431640625,0.99591064453125
4096,0.99733154296875,0.9962158203125
4096,0.9938067626953125,0.9979248046875
4096,0.9983575439453125,0.99761962890625
4096,0.995494384765625,0.9970703125
4096,0.9987469482421875,0.99847412109375
4096,0.9983856201171875,0.9954833984375
4096,0.99876953125,0.9971923828125
4096,0.9941796875,0.998291015625
4096,0.9952392578125,0.99615478515625
4096,0.9931341552734375,0.998046875
4096,0.998270263671875,0.99957275390625
4096,0.9962982177734375,0.99774169921875
4096,0.9973016357421876,0.99725341796875
4096,0.995570068359375,0.9981689453125
4096,0.9962530517578125,0.996337890625
4096,0.9941156005859375,0.99822998046875
4096,0.9957513427734375,0.99774169921875
4096,0.993792724609375,0.99664306640625
4096,0.9963018798828125,0.9976806640625
4096,0.996219482421875,0.99853515625
4096,0.9974163818359375,0.997314453125
4096,0.997960205078125,0.998291015625
4096,0.99212158203125,0.99749755859375
4096,0.9950567626953125,0.99658203125
4096,0.9942974853515625,0.99737548828125
4096,0.997784423828125,0.99835205078125
4096,0.9972894287109375,0.997802734375
4096,0.9931048583984375,0.99652099609375
4096,0.9983404541015625,0.99871826171875
4096,0.997142333984375,0.9979248046875
4096,0.9963238525390625,0.9970703125
4096,0.996549072265625,0.996337890625
4096,0.9941888427734376,0.9991455078125
4096,0.997742919921875,0.99755859375
4096,0.998807373046875,0.9979248046875
4096,0.9943243408203125,0.9967041015625
4096,0.995814208984375,0.9974365234375
4096,0.99101806640625,0.99609375
4096,0.9980755615234375,0.99462890625
4096,0.992935791015625,0.99884033203125
4096,0.997752685546875,0.9951171875
4096,0.99850341796875,0.99676513671875
4096,0.991221923828125,0.99609375
4096,0.993336181640625,0.99725341796875
4096,0.9941534423828124,0.99627685546875
4096,0.9968792724609375,0.99420166015625
4096,0.994530029296875,0.99749755859375
4096,0.9970635986328125,0.9964599609375
4096,0.9962939453125,0.99505615234375
4096,0.9949212646484376,0.99853515625
4096,0.99750244140625,0.996337890625
4096,0.9916656494140625,0.999755859375
4096,0.9989141845703124,0.9974365234375
4096,0.9979864501953125,0.99505615234375
4096,0.9951849365234375,0.9986572265625
4096,0.993909912109375,0.999267578125
4096,0.9946026611328125,0.997314453125
4096,0.99810302734375,0.9971923828125
4096,0.9933477783203125,0.99566650390625
4096,0.9963531494140625,0.99676513671875
4096,0.9939373779296875,0.9964599609375
4096,0.997041015625,0.99798583984375
4096,0.9984002685546876,0.99383544921875
4096,0.995672607421875,0.99859619140625
4096,0.99550048828125,0.997314453125
4096,0.99937744140625,0.99761962890625
8192,0.9997274780273437,0.99725341796875
8192,0.9968853759765625,0.99957275390625
8192,0.9993667602539062,0.99859619140625
8192,0.9979452514648437,0.9986572265625
8192,0.9968038940429688,0.998626708984375
8192,0.9967578125,0.998870849609375
8192,0.9921261596679688,0.998443603515625
8192,0.9955838012695313,0.997772216796875
8192,0.997030029296875,0.999359130859375
8192,0.99685546875,0.99853515625
8192,0.9986785888671875,0.998138427734375
8192,0.995015869140625,0.997833251953125
8192,0.9948138427734375,0.99859619140625
8192,0.9988824462890625,0.99847412109375
8192,0.9953268432617187,0.998016357421875
8192,0.99056396484375,0.99822998046875
8192,0.9994601440429688,0.998016357421875
8192,0.9997735595703126,0.998016357421875
8192,0.9938784790039062,0.998291015625
8192,0.99787109375,0.996551513671875
8192,0.9976535034179688,0.9986572265625
8192,0.9937033081054687,0.997833251953125
8192,0.9977047729492188,0.998687744140625
8192,0.9953692626953125,0.998687744140625
8192,0.9950299072265625,0.999053955078125
8192,0.9993710327148437,0.99755859375
8192,0.9970309448242187,0.99847412109375
8192,0.9964944458007813,0.99798583984375
8192,0.9966879272460938,0.998291015625
8192,0.9971389770507812,0.996307373046875
8192,0.9987039184570312,0.998046875
8192,0.9969210815429688,0.99688720703125
8192,0.9995608520507813,0.99957275390625
8192,0.9959423828125,0.99786376953125
8192,0.9937326049804688,0.9970703125
8192,0.9984326171875,0.9979248046875
8192,0.9991500854492188,0.998321533203125
8192,0.9985238647460938,0.99920654296875
8192,0.9945169067382813,0.999481201171875
8192,0.996309814453125,0.998992919921875
8192,0.9930194091796875,0.99749755859375
8192,0.9970547485351563,0.998626708984375
8192,0.9961575317382813,0.996978759765625
8192,0.9947189331054688,0.9984130859375
8192,0.9975033569335937,0.999786376953125
8192,0.99576416015625,0.999267578125
8192,0.9949072265625,0.998931884765625
8192,0.9954360961914063,0.99871826171875
8192,0.9984323120117188,0.998687744140625
8192,0.9969155883789063,0.99713134765625
8192,0.99311767578125,0.99688720703125
8192,0.9965606689453125,0.999542236328125
8192,0.9914971923828125,0.9981689453125
8192,0.9920703125,0.99993896484375
8192,0.9972369384765625,0.998138427734375
8192,0.999398193359375,0.9974365234375
8192,0.9974493408203124,0.998199462890625
8192,0.9988153076171875,0.99932861328125
8192,0.9941156005859375,0.99945068359375
8192,0.9927081298828125,0.997467041015625
8192,0.9991561889648437,0.9986572265625
8192,0.9962005615234375,0.997772216796875
8192,0.9941143798828125,0.997314453125
8192,0.999464111328125,0.99871826171875
8192,0.9997998046875,0.998382568359375
8192,0.9966671752929688,0.999114990234375
8192,0.993980712890625,0.997711181640625
8192,0.993316650390625,0.996612548828125
8192,0.9950418090820312,0.9989013671875
8192,0.9978799438476562,0.998931884765625
8192,0.9951776123046875,0.9984130859375
8192,0.9972183227539062,0.998016357421875
8192,0.9989132690429687,0.998748779296875
8192,0.9972943115234375,0.999359130859375
8192,0.9930361938476563,0.99908447265625
8192,0.9988009643554687,0.998870849609375
8192,0.9977066040039062,0.99737548828125
8192,0.9942599487304687,0.997100830078125
8192,0.9957159423828125,0.996673583984375
8192,0.9970306396484375,0.99920654296875
8192,0.9970394897460938,0.998199462890625
8192,0.9984292602539062,0.9981689453125
8192,0.9970791625976563,0.996826171875
8192,0.9945932006835938,0.998504638671875
8192,0.9987545776367187,0.998046875
8192,0.99714111328125,0.99932861328125
8192,0.9970327758789063,0.998779296875
8192,0.9962716674804688,0.99688720703125
8192,0.9947988891601562,0.9971923828125
8192,0.9983639526367187,0.9990234375
8192,0.99460205078125,0.998260498046875
8192,0.9931634521484375,0.99786376953125
8192,0.9975689697265625,0.997894287109375
8192,0.9965155029296875,0.9990234375
8192,0.9991122436523437,0.998931884765625
8192,0.9958016967773438,0.998626708984375
8192,0.9944268798828125,0.99853515625
8192,0.9962362670898437,0.997955322265625
8192,0.9991275024414062,0.9984130859375
8192,0.993968505859375,0.99725341796875
16384,0.9974118041992187,0.999267578125
16384,0.997384033203125,0.9998626708984375
16384,0.9962556457519531,0.9986572265625
16384,0.995811767578125,0.99945068359375
16384,0.9981455993652344,0.9986724853515625
16384,0.9989364624023438,0.9995574951171875
16384,0.9966583251953125,0.999176025390625
16384,0.9983432006835937,0.9993438720703125
16384,0.9987962341308594,0.9985198974609375
16384,0.9959719848632812,0.99981689453125
16384,0.9981874084472656,0.9990234375
16384,0.9983172607421875,0.999359130859375
16384,0.9975746154785157,0.999114990234375
16384,0.9954537963867187,0.999420166015625
16384,0.9975141906738281,0.99920654296875
16384,0.9951948547363281,0.99957275390625
16384,0.9967997741699218,0.9991607666015625
16384,0.9948464965820313,0.99896240234375
16384,0.9952719116210937,0.9995574951171875
16384,0.9976347351074218,0.999847412109375
16384,0.9973394775390625,0.9980621337890625
16384,0.9973152160644532,0.9991912841796875
16384,0.9992776489257813,0.999114990234375
16384,0.9977192687988281,0.9996185302734375
16384,0.9987356567382812,0.9991455078125
16384,0.9978959655761719,0.999420166015625
16384,0.9990696716308594,0.9986572265625
16384,0.9978402709960937,0.9994354248046875
16384,0.9963778686523438,0.9991302490234375
16384,0.9990869140625,0.9991302490234375
16384,0.9967727661132812,0.9989166259765625
16384,0.9972050476074219,0.99951171875
16384,0.9975642395019532,0.99981689453125
16384,0.99727783203125,0.9996185302734375
16384,0.9966099548339844,0.9992828369140625
16384,0.9993550109863282,0.998809814453125
16384,0.9995709228515625,0.9981536865234375
16384,0.9987393188476562,0.9990386962890625
16384,0.9978141784667969,0.9980621337890625
16384,0.9974334716796875,0.999542236328125
16384,0.9972950744628907,0.9990386962890625
16384,0.9993705749511719,0.998809814453125
16384,0.9991726684570312,0.998504638671875
16384,0.9978659057617187,0.9992523193359375
16384,0.9984278869628906,0.999725341796875
16384,0.9993394470214844,0.9993133544921875
16384,0.9990533447265625,0.99859619140625
16384,0.9978245544433594,0.9991302490234375
16384,0.9994548034667968,0.9987640380859375
16384,0.9979913330078125,0.9988250732421875
16384,0.9969314575195313,0.9985809326171875
16384,0.9979734802246094,0.9994354248046875
16384,0.996195068359375,0.998809814453125
16384,0.9982661437988282,0.9988861083984375
16384,0.9952352905273437,0.999114990234375
16384,0.9970346069335938,0.998199462890625
16384,0.998837890625,0.998565673828125
16384,0.9994964599609375,0.9987945556640625
16384,0.9950132751464844,0.9996185302734375
16384,0.9980511474609375,0.998992919921875
16384,0.9977780151367187,0.999481201171875
16384,0.9958827209472656,0.9991607666015625
16384,0.9958952331542968,0.9979248046875
16384,0.9970579528808594,0.999114990234375
16384,0.9986483764648437,0.9988250732421875
16384,0.9975567626953125,0.9997711181640625
16384,0.9975459289550781,0.998992919921875
16384,0.9993963623046875,0.999114990234375
16384,0.9970237731933593,0.9987030029296875
16384,0.9974697875976563,0.9987640380859375
16384,0.9979341125488281,0.9991455078125
16384,0.9991058349609375,0.999298095703125
16384,0.9962403869628906,0.99908447265625
16384,0.9987532043457031,0.999053955078125
16384,0.9982038879394531,0.99951171875
16384,0.9967803955078125,0.999267578125
16384,0.9974137878417969,0.99847412109375
16384,0.9991146850585938,0.9983978271484375
16384,0.9948051452636719,0.9980926513671875
16384,0.9952772521972656,0.99908447265625
16384,0.9989979553222657,0.998748779296875
16384,0.999197998046875,0.9978485107421875
16384,0.9970050048828125,0.9970855712890625
16384,0.9989347839355469,0.9995574951171875
16384,0.998486328125,0.999176025390625
16384,0.9985948181152344,0.9997711181640625
16384,0.9987014770507813,0.9992218017578125
16384,0.9981205749511719,0.9992218017578125
16384,0.9970648193359375,0.9992828369140625
16384,0.9978948974609375,0.9981842041015625
16384,0.9966627502441406,0.998626708984375
16384,0.9988813781738282,0.9988250732421875
16384,0.996707763671875,0.9983062744140625
16384,0.9967901611328125,0.9994659423828125
16384,0.9968827819824219,0.998382568359375
16384,0.9978218078613281,0.9988555908203125
16384,0.9984912109375,0.99932861328125
16384,0.99436767578125,0.998382568359375
16384,0.9962483215332031,0.9981842041015625
16384,0.9987678527832031,0.9990692138671875
