n,gamma,perceptron gamma,svm gamma,perceptron_error,svm_error
2000,9.851729940165038e-05,0.00021806045376301334,0.00014328416200620503,0.0,0.0075
2000,0.0002825417399245473,0.00012485011499789635,0.0008317186909441118,0.0225,0.01
2000,0.001010302935774646,0.00028980674294481557,6.951771765036617e-05,0.0225,0.005
2000,4.683107091921482e-05,0.0003356773381297353,0.003091612384448663,0.005,0.0175
2000,0.0005137616321690871,2.1263261360493906e-05,0.00010715073533955197,0.0,0.0125
2000,0.00022463352066337197,1.141833577381821e-05,0.0016331392438404,0.0025,0.0025
2100,7.798295726533418e-05,0.0006020632408879149,0.00045591569273315647,0.0,0.011904761904761904
2100,4.7199878899016696e-05,0.0005905254235862394,0.000632227663969753,0.05,0.002380952380952381
2100,6.403658405416137e-05,1.686114538374621e-05,0.00019675281462586027,0.004761904761904762,0.002380952380952381
2100,0.0005524407544893523,3.400638592614002e-05,0.0004172214106629738,0.0,0.002380952380952381
2100,2.4360481725067172e-05,0.00013909072378569956,7.091727505994997e-05,0.0,0.002380952380952381
2100,0.000870237199285415,0.00040242770672874504,0.00024423371926047535,0.0,0.002380952380952381
2100,2.8994789024265585e-05,0.0011157683893464735,0.0002828865829766105,0.023809523809523808,0.002380952380952381
2100,9.372430571858627e-05,9.684132922348008e-05,0.0005752607605405492,0.0,0.01904761904761905
2100,0.00013423300407137224,0.000716074368928579,0.0016537856170046343,0.011904761904761904,0.004761904761904762
2100,0.00018139718606230188,0.000720591240215683,0.0002895973421038323,0.0,0.002380952380952381
2200,0.00022049940653781484,0.0003262554115535285,0.0014644475523495834,0.020454545454545454,0.0022727272727272726
2200,0.00034129413361282324,0.0001617215001315887,0.0001316943122866116,0.0,0.004545454545454545
2200,0.0008695792831846029,9.869775990991713e-05,0.00010767206755689161,0.004545454545454545,0.006818181818181818
2200,0.0007352885261402918,0.0008384122171820145,8.865056051387137e-05,0.0,0.0022727272727272726
2200,0.00020669333254152517,0.00018650744333708415,0.00032931847816663947,0.0659090909090909,0.0022727272727272726
2200,0.00029066242704104154,0.0009939951352435552,0.0012151955599258176,0.0022727272727272726,0.0022727272727272726
2200,0.0013098047088299493,0.0008627911983260526,0.0002541300409520904,0.0,0.015909090909090907
2200,7.826825154914178e-05,0.0003631721763328262,0.00019791294103510115,0.0022727272727272726,0.006818181818181818
2200,0.00019252101412748238,1.944405050492958e-05,0.0003423591908915214,0.04772727272727273,0.0022727272727272726
2200,0.00016048263247802288,0.0022262018786635565,0.0004585789102749353,0.0,0.0022727272727272726
2300,0.0005679604660591666,0.0010618674606811163,0.00010520814034885381,0.0,0.002173913043478261
2300,0.0006965536347481443,9.57732101421724e-05,0.0007380186018480033,0.0,0.013043478260869565
2300,0.00018039565754741105,0.0008391330338456672,0.00011684911335550337,0.002173913043478261,0.006521739130434782
2300,0.00023230703883695848,0.000655290531219664,0.0004045801717246721,0.0,0.008695652173913044
2300,0.00035496046764837687,0.00024794699738234,0.0004418494844720721,0.0,0.0
2300,0.0010073716296876284,0.0006830564210089811,0.0002716193720334078,0.0,0.002173913043478261
2300,0.00030418491536194156,0.00017627758919910158,0.001359723929087429,0.002173913043478261,0.002173913043478261
2300,9.531361045800258e-05,5.932823650206516e-06,0.0005069264854662476,0.015217391304347827,0.002173913043478261
2300,0.00145406676561393,0.00046820872436081256,0.00036793387454254334,0.021739130434782608,0.004347826086956522
2300,0.00017117990910808626,0.00038811968241607675,0.0009171086378389762,0.0,0.004347826086956522
2400,0.0009569034132124743,0.0008904350195431352,6.328186264301131e-05,0.0,0.0020833333333333333
2400,0.00015070919729970073,0.0005099003543549364,0.0010695982412630642,0.0,0.014583333333333334
2400,0.0011492187073516213,0.000980771198052911,0.0005726736320226853,0.0020833333333333333,0.004166666666666667
2400,0.00041797044094345627,0.0004477099714380823,3.093089546912661e-05,0.0,0.004166666666666667
2400,0.00011471992936987362,0.00024658232051567354,0.0007040088815582554,0.0,0.0
2400,0.0005889385459270306,0.00041294676873812266,0.0020870015334565903,0.0,0.008333333333333333
2400,0.00013797044625447758,9.731257007455795e-05,0.00519878775410988,0.0,0.014583333333333334
2400,0.0002995565157433263,7.115978031644484e-05,0.00010470700290906078,0.0020833333333333333,0.0020833333333333333
2400,0.000761875565986343,0.00011302789951134707,0.001180582425226686,0.004166666666666667,0.0
2400,8.422819043743201e-05,0.001582483526666179,2.318787197070362e-05,0.0,0.0020833333333333333
2500,2.589551895092698e-05,0.00018878892569519786,0.0003656010093116765,0.0,0.002
2500,0.00024039501027690546,0.000265126228154949,0.00026988194985540286,0.0,0.002
2500,0.000534296184854009,0.000587751682334525,0.000263243995684618,0.0,0.0
2500,7.959021923556112e-05,0.00014377949616306923,0.00021613816401463341,0.002,0.006
2500,0.000228099453166939,0.00013947583585716656,3.428715438108869e-05,0.006,0.004
2500,8.762946939516493e-05,0.00021965551508835808,0.0012665712486803122,0.034,0.0
2500,0.0005372881354104859,0.0002866147238694239,2.931993926345825e-05,0.0,0.002
2500,0.00016765724414577593,0.0013997002880955485,8.734135789449351e-07,0.004,0.002
2500,0.00016630327336181555,0.0009225813987733732,0.0002863539774831975,0.0,0.002
2500,7.08135910875063e-05,0.000309174032605681,9.340686559325151e-05,0.0,0.0
2600,0.0006848507450006251,0.00010937781001183707,0.00029429978101203454,0.057692307692307696,0.0038461538461538464
2600,0.001792346938716507,0.0008037170469865765,0.000748496577463283,0.0019230769230769232,0.0
2600,0.0003272597740732655,0.00031224250593230734,0.00047870241552307695,0.0019230769230769232,0.0038461538461538464
