n,gamma,perceptron gamma,svm gamma,perceptron_error,svm_error
1100,0.0002261026554931521,0.002508566654051943,0.0003987366636324154,0.004545454545454545,0.00909090909090909
2100,4.3036995475726285e-05,0.0002854207463688595,0.00015120490877720274,0.0,0.002380952380952381
2100,1.9969736730975184e-05,0.0001245250324565057,0.0003618252684843488,0.0,0.004761904761904762
2100,0.0007061846810426225,5.784231861843125e-05,0.00031774658946871656,0.0,0.002380952380952381
2100,0.0001913204505724316,7.218039209277595e-05,0.00028007757511173416,0.0,0.002380952380952381
2100,0.001147129380043116,0.0012364224922643812,0.0016515046614093074,0.0,0.009523809523809525
2100,0.0005083361593602041,0.00019805685851585688,0.001496512012887012,0.002380952380952381,0.007142857142857143
2100,0.0014874993305222547,0.0004260878067345143,4.727955699383154e-05,0.0,0.0
2100,0.0010034368611440388,0.0003207464183899119,9.084005602492618e-05,0.0,0.004761904761904762
2100,0.0007241321289659412,0.0004072747958407839,0.0004045612569088395,0.0,0.002380952380952381
2100,0.0004672270078859094,2.9168122217880496e-05,0.0009759899562397877,0.0,0.0
2100,0.0005413794432716666,6.713610343458146e-05,0.001371717146511678,0.03571428571428571,0.0
2100,0.00032266444549572897,9.265706474245162e-05,0.0026459216560598435,0.009523809523809525,0.007142857142857143
2100,0.0014227875437341725,0.0008358206426923685,0.00034143075847237794,0.002380952380952381,0.004761904761904762
2100,0.00010618340884423849,0.000146913110230528,0.0013276326235825886,0.004761904761904762,0.0
2100,0.0008255430741773482,0.00082809600409596,0.0006434455490889018,0.0,0.002380952380952381
2100,0.00042835018182201,0.0004902091846002302,0.000964580075635523,0.0,0.002380952380952381
2100,9.192361893684922e-05,0.0008527440193274784,0.0014764469994770044,0.002380952380952381,0.0
2100,2.884769196602877e-05,0.00010427747543635807,0.00048032728943961877,0.0,0.004761904761904762
2100,0.00048057727337185336,4.143424300385319e-05,0.0011830847392649243,0.0,0.009523809523809525
2100,0.00018563779774868056,0.000667076635656889,9.079914194854968e-05,0.05,0.004761904761904762
2100,0.0008100882885268016,0.0020093113036482478,0.0001912512650974726,0.004761904761904762,0.0
2100,0.00027370567492892884,0.001011981764654097,0.0005186228691511266,0.0,0.002380952380952381
2100,0.00036989672505176584,0.002648775375365923,0.0006973321495470267,0.0,0.007142857142857143
2100,0.0003749273846895277,0.00013429625700177246,0.0001739560229395021,0.0,0.011904761904761904
