n,margin,avg perceptron_error,svm_error
100,0.4506354145258405,0.942688,0.9944
100,0.4536459639282632,0.9352559999999999,0.996
100,0.4558137064052116,0.9266,0.9924
100,0.4572819581258539,0.9057919999999997,0.9932
100,0.4617052230674608,0.900864,0.9848
100,0.4633881785617823,0.9333,0.996
100,0.46660894328062,0.9198119999999999,0.996
100,0.47039924928559407,0.9394799999999998,0.9776
100,0.4735623948848668,0.9413400000000002,0.9988
100,0.47985723618047305,0.918648,0.9924
100,0.48408354058551656,0.9343840000000001,0.9916
100,0.49055021592440917,0.9104960000000001,0.9948
100,0.4917633153476686,0.906896,0.996
100,0.5054026507459104,0.9148319999999999,0.9972
100,0.5080494104847184,0.9027,0.9964
100,0.5121732516269019,0.9281800000000001,0.9968
100,0.5171051546650522,0.930432,0.9952
100,0.5440467448651483,0.912912,0.9884
100,0.04204091718952155,0.9864360000000002,0.972
100,0.0475915659288751,0.990192,0.9928
100,0.05067658671217206,0.9811360000000002,0.9612
100,0.06731517710187142,0.9847360000000002,0.9892
100,0.0759889340199928,0.984488,0.9724
100,0.08869086288179075,0.96758,0.9676
100,0.09865881225775684,0.9778319999999998,0.9924
100,0.10002396982652034,0.984504,0.9584
100,0.1112646228574152,0.975512,0.974
100,0.11555148597552796,0.9644920000000002,0.9616
100,0.14688721082774558,0.974684,0.9596
100,0.15576562874505567,0.97678,0.9764
100,0.15819120567852482,0.9624879999999999,0.9888
100,0.16120811460685908,0.9753039999999998,0.9936
100,0.16434712940003537,0.9669840000000002,0.984
100,0.1777698729859997,0.9642160000000001,0.9656
100,0.18576315206404814,0.9575199999999999,0.9608
100,0.21235596323119685,0.9448599999999999,0.986
100,0.2130226876508587,0.96494,0.9908
100,0.2180981217420601,0.9566479999999999,0.9784
100,0.23151764930303753,0.960064,0.9836
100,0.24687266601376684,0.9629040000000001,0.9844
100,0.24790529238513112,0.9412039999999999,0.9824
100,0.2524576373976432,0.948252,0.9832
100,0.25520101330246336,0.9499560000000001,0.9792
100,0.25588471879547625,0.9601239999999999,0.9836
100,0.25950811760078873,0.9510920000000002,0.98
100,0.2694257693922646,0.9540360000000001,0.9784
100,0.2699491326777507,0.952172,0.9808
100,0.27619623676954674,0.9470399999999998,0.9732
100,0.2765844503586328,0.9441199999999997,0.9832
100,0.277042348930936,0.942184,0.9784
100,0.29284438578277305,0.947268,0.9924
100,0.2971151921388887,0.9523839999999999,0.9916
100,0.3041541794507661,0.950844,0.9908
100,0.31958175848322695,0.9468239999999999,0.984
100,0.3244835149536781,0.9548639999999999,0.9964
100,0.3257940539149155,0.9468719999999999,0.9732
100,0.32593474747822415,0.954596,0.986
100,0.3369333531150188,0.95074,0.9948
100,0.3410056970480575,0.9475239999999999,0.984
100,0.34475803057661525,0.9540279999999999,0.9912
100,0.36206340110921176,0.9501000000000001,0.992
100,0.3656661077868121,0.9283479999999998,0.99
100,0.3766312919872646,0.9535800000000002,0.9964
100,0.3808881433617527,0.91476,0.9856
100,0.38440332047740117,0.937812,0.9848
100,0.385758753758172,0.9495360000000003,0.9952
100,0.3863991787574982,0.9482320000000002,0.9884
100,0.3891384929050986,0.9467319999999998,0.9956
100,0.39885801723988407,0.9364560000000001,0.9852
100,0.408057884962316,0.9587680000000001,0.998
100,0.4100577305040955,0.93326,0.9936
100,0.4345111722698418,0.9039760000000001,0.9888
100,0.43486775512309644,0.947348,0.9944
100,0.44228209277115604,0.9478240000000001,0.9944
100,0.4534261497146909,0.9195,0.9868
100,0.4564319774107952,0.9394359999999999,0.992
100,0.46471645599918376,0.91972,0.9844
100,0.478027958414589,0.9252959999999999,0.9904
100,0.4824818900689327,0.9353440000000001,0.9932
100,0.482991947610714,0.91578,0.9952
100,0.4866620783459249,0.9273279999999999,0.9972
100,0.490332383106679,0.919544,0.9932
100,0.4955894299314452,0.9292679999999999,0.996
100,0.49664709158703846,0.9076760000000001,0.996
100,0.5028563279304996,0.911128,0.996
100,0.5096911239228007,0.924048,0.9876
100,0.5103843068201902,0.9193240000000001,0.9872
100,0.5135535655132415,0.908128,0.9868
100,0.519490394702272,0.9049719999999999,0.9964
100,0.5220639484702342,0.922556,0.9956
100,0.5250543834262075,0.93098,0.9896
100,0.5292929741274336,0.9221680000000001,0.9904
100,0.5369856289246383,0.9026239999999999,0.9872
100,0.5394410510497006,0.906944,0.9932
100,0.5407650626347655,0.912548,0.994
100,0.5525978588679015,0.9297680000000001,0.9968
100,0.5543741428163995,0.9061480000000001,0.9944
100,0.5552990722263088,0.9220119999999998,0.9912
100,0.5556792605673956,0.9171720000000001,0.9964
100,0.5561820159904409,0.9040560000000001,0.9964
100,0.5574180062657358,0.9117840000000001,0.9968
100,0.5597036904083673,0.9226480000000002,0.9948
100,0.5656762464662951,0.91024,1.0
100,0.5756984716803948,0.90846,0.9908
100,0.5810526622763744,0.9102400000000002,0.9968
100,0.5846050213284116,0.9037120000000001,0.9964
100,0.5914572974327756,0.92048,0.996
100,0.595352929925211,0.9082239999999999,0.98
100,0.5971139254596588,0.928536,0.9916
100,0.6020082429345992,0.9147319999999999,0.9892
100,0.6036871268276285,0.9172880000000001,0.9892
100,0.6057763362405941,0.9139680000000001,0.994
100,0.6114614048304106,0.915184,0.9964
100,0.6216114037326986,0.923696,0.9944
100,0.6228476460790555,0.9166920000000001,0.994
100,0.6292424558299349,0.9084319999999998,0.9928
100,0.6414049223667373,0.9233239999999999,0.9908
100,0.6476682622318458,0.9124160000000002,0.9944
100,0.05030221422715041,0.98332,0.9412
100,0.05574731789112262,0.9865200000000001,0.9692
100,0.07755772858732754,0.9805919999999998,0.9644
100,0.08278465056116902,0.983164,0.9664
100,0.10188993022861942,0.970992,0.9948
100,0.11210944662473227,0.9729720000000002,0.9776
100,0.11468432771365865,0.9790040000000001,0.9664
100,0.12431624616339587,0.979024,0.9892
100,0.13701858598587532,0.9737280000000001,0.9984
100,0.1382381190186262,0.9723720000000001,0.9848
100,0.14242124226994196,0.9696119999999999,0.9596
100,0.14539182941217477,0.9639560000000001,0.9724
100,0.14769991781354816,0.968596,0.9928
100,0.15669287644629948,0.9758919999999998,0.9732
100,0.1677935384280967,0.9600759999999999,0.9772
100,0.17859145733830775,0.9688079999999999,0.9756
100,0.18371871061926182,0.9665719999999998,0.9916
100,0.18844977611136532,0.96426,0.9968
100,0.19482059708057323,0.955236,0.9736
100,0.21581349112417492,0.966268,0.9948
100,0.2167650735370016,0.9616040000000001,0.986
100,0.21679983437091713,0.964684,0.996
100,0.21991658632625907,0.9593200000000001,0.988
100,0.2254902732903067,0.9650359999999999,0.9788
100,0.2358962901333524,0.964752,0.97
100,0.23788988298148447,0.9594159999999998,0.994
100,0.24332383446798433,0.9614999999999999,0.9828
100,0.25025708509681416,0.9487760000000001,0.9892
100,0.2555018591300604,0.9647399999999999,0.9928
100,0.2627351336672147,0.9496840000000002,0.9828
100,0.2660472157048845,0.9558000000000001,0.9896
100,0.267557423487948,0.9415520000000001,0.982
100,0.27082442093005604,0.956476,0.9836
100,0.27405566650171104,0.955176,0.9944
100,0.2820710186325122,0.9577480000000002,0.982
100,0.30960096747956756,0.9538440000000001,0.9944
100,0.313254293157712,0.9460640000000002,0.9992
100,0.3188381259469711,0.9438040000000001,0.9836
100,0.32263658924455385,0.9611919999999999,0.9892
100,0.3234906091453439,0.9476200000000001,0.9928
100,0.32957434034341243,0.9512680000000002,0.9688
100,0.33011909555954194,0.9317320000000001,0.9756
100,0.3307659788138495,0.9260640000000001,0.9936
100,0.3384563125964876,0.952036,0.9932
100,0.36497332983010683,0.9330279999999999,0.9972
100,0.3666942965862961,0.940388,0.992
100,0.3737282007591832,0.9449040000000001,0.996
100,0.3739389503365042,0.94778,0.9864
100,0.38808877310441625,0.9343479999999998,0.9932
100,0.39170807180027006,0.947112,0.998
100,0.39246600424363914,0.9397199999999998,0.9904
100,0.4010039846857104,0.9306440000000002,0.9952
100,0.41594190227639155,0.9381920000000002,0.9904
100,0.4231197237826022,0.918784,0.9956
100,0.42910128974033285,0.9132320000000003,0.9952
100,0.43315847737263896,0.9177439999999999,0.9932
100,0.4335195759654443,0.9358159999999998,0.9976
100,0.4383980234093794,0.9245879999999999,0.986
100,0.4471867481003154,0.9467439999999999,0.9976
100,0.44795099559723345,0.9345719999999998,0.9856
100,0.4590251154882131,0.919976,0.9864
100,0.46509878394957305,0.9443120000000002,0.9804
100,0.4684099547706801,0.934392,0.9968
100,0.4744930092160027,0.9227959999999998,0.9864
100,0.47999009796691267,0.9365799999999999,0.9904
100,0.4801688731771115,0.9277639999999998,0.9896
100,0.4904729248469796,0.9177200000000001,0.9932
100,0.4909061436266417,0.925108,0.9984
100,0.5012189898200583,0.9236120000000001,0.9916
100,0.5050861080271896,0.925388,0.9988
100,0.5053132415719193,0.9160240000000001,0.998
100,0.5106000539771054,0.92714,0.9872
100,0.5123096847610712,0.9209039999999998,0.9968
100,0.5155874871502568,0.9170000000000001,0.9928
100,0.5195854026033779,0.9261320000000001,0.9996
100,0.5262619583743823,0.9228400000000001,0.9988
100,0.5265598767122267,0.915276,0.9976
100,0.5274449417981361,0.9190519999999998,0.9932
100,0.5357604267285272,0.9134320000000001,0.994
100,0.5413316093000033,0.929944,0.9988
100,0.5447997770591141,0.9161639999999999,0.9964
100,0.5486695364626717,0.909332,0.9924
100,0.5564371514787744,0.917776,0.9976
100,0.5593184754834998,0.9126959999999998,0.998
100,0.5735777365981851,0.9046520000000001,0.9964
100,0.5763901110770395,0.900148,0.9844
100,0.5775378133051311,0.9004759999999998,0.9908
100,0.5790329683002414,0.9084160000000001,0.996
100,0.5809046160630469,0.9092719999999999,0.9968
100,0.5834930129938183,0.9009239999999998,0.9948
100,0.5857402578341508,0.917072,0.9956
100,0.5908292744256253,0.9264239999999999,0.998
100,0.5973751460517925,0.9301239999999998,0.9884
100,0.6037843848724069,0.907316,0.9928
100,0.604355483991258,0.92062,0.9932
100,0.6071816771405848,0.917204,0.99
100,0.6081945751321639,0.9066599999999998,0.9988
100,0.60831828899408,0.9227040000000001,0.992
100,0.6106884511239937,0.9077360000000002,0.9988
100,0.6153035338088071,0.9154479999999999,0.9976
100,0.07808379455500143,0.973716,0.9788
100,0.07810468975101861,0.9762320000000002,0.9724
100,0.07841960108319745,0.9874959999999998,0.9656
100,0.09237792956970449,0.982736,0.9672
100,0.09634109297124341,0.962292,0.948
100,0.10088247019542083,0.9821639999999999,0.9908
100,0.1192343145352893,0.982728,0.9724
100,0.12234339415837414,0.978696,0.9712
100,0.12394220881466338,0.981976,0.9892
100,0.14012118226185355,0.97024,0.9856
100,0.14252173374451582,0.9768320000000001,0.968
100,0.1676905778965052,0.9602599999999998,0.9828
100,0.18040241890128297,0.94964,0.9876
100,0.18458169002200137,0.9588119999999999,0.9864
100,0.18470544855106363,0.9686159999999999,0.9916
100,0.19049417318967507,0.9628840000000001,0.9904
100,0.20623155158274628,0.9553119999999999,0.9876
100,0.2079808172914501,0.9475199999999999,0.9776
100,0.22160362069088502,0.95332,0.9812
100,0.22541829647039477,0.940136,0.9876
100,0.23039404911000602,0.9613359999999999,0.9836
100,0.24013749864871922,0.967604,0.9832
100,0.24308872447976565,0.956008,0.9784
100,0.25122619702947896,0.9572600000000002,0.9948
100,0.2513986560781987,0.967376,0.9808
100,0.25216512709103533,0.9456640000000001,0.9896
100,0.25276526182152875,0.9418440000000001,0.9828
100,0.25674501016797596,0.9419759999999999,0.984
100,0.25830956621511963,0.954832,0.9824
100,0.2662220887698849,0.9397560000000001,0.9868
100,0.26782680814117055,0.9436840000000001,0.9944
100,0.27001096343057573,0.9389400000000001,0.9776
100,0.2735059979272157,0.9391440000000002,0.9784
100,0.2744607725985628,0.9446119999999999,0.9836
100,0.2887375451247832,0.96282,0.9812
100,0.29980371036063214,0.952076,0.988
100,0.30086945003827403,0.948876,0.9888
100,0.30283893613759777,0.954448,0.988
100,0.3115133489467848,0.952736,0.9908
100,0.3126292217102044,0.9327120000000001,0.9884
100,0.3132821602473373,0.9311800000000001,0.978
100,0.32125533657068817,0.929708,0.9896
100,0.3293084436857678,0.9234439999999999,0.992
100,0.32980941754622983,0.9348639999999999,0.9928
100,0.33112206209767353,0.928404,0.9908
100,0.3399806290047856,0.9341080000000003,0.9808
100,0.3406414163482138,0.955532,0.9944
100,0.3437253634579411,0.9338759999999999,0.9908
100,0.3608666119250927,0.9466119999999999,0.9976
100,0.37037237697959874,0.9461959999999999,0.9976
100,0.37064309736088435,0.955804,0.9952
100,0.38709300682588754,0.9469720000000001,0.9928
100,0.3889103702070404,0.9296840000000002,0.9916
100,0.3905181584921285,0.932184,0.9976
100,0.392087322684338,0.921392,0.9848
100,0.39409599248650845,0.943764,0.9948
100,0.4135994358695624,0.948804,0.992
100,0.4138783578867096,0.9118160000000001,0.9744
100,0.4161198066988791,0.9498079999999999,0.9944
100,0.41627725941125393,0.9241079999999999,0.9936
100,0.41889506126493525,0.9311640000000001,0.9852
100,0.42282834934624625,0.9254039999999998,0.99
100,0.42306992983133734,0.9103840000000001,0.9924
100,0.42333699527605195,0.940292,0.9888
100,0.4393938211730301,0.9139320000000001,0.9824
100,0.44950762168446595,0.9143439999999999,0.9924
100,0.460406471093425,0.9366639999999999,0.9948
100,0.4679192304141562,0.93352,0.9932
100,0.4714016216913682,0.950608,0.9984
100,0.47447580511640486,0.908328,0.9948
100,0.48288109551146485,0.935,0.988
100,0.48788590236178353,0.9263799999999998,0.992
100,0.4932972375731297,0.9255639999999998,0.996
100,0.4937699980526342,0.932868,0.9948
100,0.5024376118178605,0.9245119999999999,0.9952
100,0.5080847686025299,0.9394079999999999,0.992
100,0.5115695519136341,0.9123360000000001,0.9916
100,0.5171274001749393,0.9128400000000001,0.9944
100,0.5197128895790084,0.9260559999999998,0.9992
100,0.521418386224636,0.909624,0.978
100,0.5291802968161421,0.9095560000000001,0.994
100,0.5427984576262976,0.9132279999999998,0.9716
100,0.5428925038767312,0.9323240000000002,0.9972
100,0.559035713631161,0.910964,0.994
100,0.5604656214662235,0.9164800000000001,0.9948
100,0.5611177470196579,0.9213040000000001,0.9956
100,0.5643242602143469,0.92176,0.9924
100,0.5664972004235184,0.9127160000000001,0.9952
100,0.5671151362728609,0.8993720000000002,0.9968
100,0.5700406260837766,0.9120599999999999,0.994
100,0.5763567143040269,0.9146719999999998,0.9912
100,0.5768487529399049,0.9062,0.9968
100,0.581318740704805,0.9240160000000001,0.9976
100,0.5895883006620578,0.9115599999999999,0.9964
100,0.6100871549838227,0.916344,0.9916
100,0.6118578753256096,0.8984960000000001,0.9956
100,0.6192832830098539,0.91682,0.9932
100,0.622434374010993,0.9159959999999999,0.998
100,0.6307755250727453,0.9208280000000001,0.9928
